node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,3,94.0,100.0,0.02040816326530612
2,6,91.0,103.0,0.021020408163265305
3,2,95.0,99.0,0.02020408163265306
4,5,92.0,102.0,0.020816326530612245
5,5,91.0,101.0,0.020612244897959184
6,5,92.0,102.0,0.020816326530612245
7,3,94.0,100.0,0.02040816326530612
8,5,91.0,101.0,0.020612244897959184
9,7,90.0,104.0,0.02122448979591837
10,5,92.0,102.0,0.020816326530612245
11,4,91.0,99.0,0.02020408163265306
12,5,92.0,102.0,0.020816326530612245
13,2,93.0,97.0,0.01979591836734694
14,4,91.0,99.0,0.02020408163265306
15,3,92.0,98.0,0.02
16,4,91.0,99.0,0.02020408163265306
17,4,92.0,100.0,0.02040816326530612
18,3,93.0,99.0,0.02020408163265306
19,6,89.0,101.0,0.020612244897959184
20,4,92.0,100.0,0.02040816326530612
21,1,93.0,95.0,0.019387755102040816
22,4,89.0,97.0,0.01979591836734694
23,2,91.0,95.0,0.019387755102040816
24,0,93.0,93.0,0.018979591836734692
25,1,92.0,94.0,0.019183673469387756
26,3,91.0,97.0,0.01979591836734694
27,2,91.0,95.0,0.019387755102040816
28,0,94.0,94.0,0.019183673469387756
29,2,88.0,92.0,0.018775510204081632
30,1,95.0,97.0,0.01979591836734694
31,3,90.0,96.0,0.019591836734693877
32,1,93.0,95.0,0.019387755102040816
33,0,93.0,93.0,0.018979591836734692
34,1,91.0,93.0,0.018979591836734692
35,1,93.0,95.0,0.019387755102040816
36,0,90.0,90.0,0.018367346938775512
37,1,95.0,97.0,0.01979591836734694
38,0,95.0,95.0,0.019387755102040816
39,1,96.0,98.0,0.02
40,3,90.0,96.0,0.019591836734693877
41,2,89.0,93.0,0.018979591836734692
42,1,94.0,96.0,0.019591836734693877
43,3,90.0,96.0,0.019591836734693877
44,0,95.0,95.0,0.019387755102040816
45,0,93.0,93.0,0.018979591836734692
46,0,94.0,94.0,0.019183673469387756
47,0,94.0,94.0,0.019183673469387756
48,0,93.0,93.0,0.018979591836734692
49,0,94.0,94.0,0.019183673469387756
