u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,4,1
2,8,2
2,15,2
2,17,2
2,19,2
2,34,2
2,39,2
2,41,2
3,10,3
3,12,3
3,21,3
3,42,3
4,9,4
4,32,4
4,34,4
4,35,4
4,47,4
5,13,5
5,18,5
5,26,5
5,43,5
5,45,5
5,47,5
6,8,6
6,22,6
6,24,6
6,25,6
6,38,6
6,39,6
6,41,6
6,46,6
6,47,6
7,29,7
7,36,7
7,39,7
7,43,7
8,12,8
8,24,8
8,31,8
9,26,9
9,45,9
10,28,10
11,12,11
11,14,11
11,24,11
11,32,11
11,36,11
11,43,11
11,47,11
12,13,12
12,16,12
12,21,12
13,46,13
14,29,14
14,40,14
14,42,14
15,24,15
15,38,15
16,22,16
16,27,16
16,31,16
16,39,16
16,42,16
16,49,16
17,32,17
18,28,18
18,30,18
18,35,18
18,43,18
18,48,18
19,30,19
19,45,19
19,48,19
20,36,20
20,44,20
21,28,21
21,39,21
21,44,21
21,45,21
22,23,22
22,39,22
23,24,23
23,26,23
23,41,23
23,49,23
24,42,24
25,29,25
25,38,25
26,30,26
26,49,26
27,32,27
27,40,27
27,43,27
28,31,28
28,32,28
28,41,28
28,46,28
29,30,29
29,44,29
31,32,31
31,40,31
31,44,31
31,46,31
32,36,32
32,37,32
32,47,32
33,34,33
34,36,34
36,38,36
36,40,36
36,41,36
38,44,38
38,45,38
40,48,40
44,46,44
45,46,45
