u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,8,1
1,22,1
1,24,1
1,43,1
2,3,2
2,20,2
2,29,2
2,31,2
2,32,2
3,10,3
3,12,3
3,23,3
3,28,3
3,29,3
4,5,4
4,13,4
4,31,4
4,42,4
5,8,5
5,19,5
5,33,5
5,35,5
5,46,5
6,27,6
7,8,7
7,29,7
8,17,8
8,23,8
8,27,8
8,31,8
8,38,8
8,39,8
9,11,9
9,14,9
9,18,9
9,42,9
10,26,10
10,37,10
11,13,11
11,14,11
11,21,11
11,30,11
11,41,11
11,45,11
12,18,12
12,24,12
12,28,12
12,30,12
12,37,12
12,40,12
12,49,12
13,17,13
14,28,14
14,29,14
14,49,14
15,16,15
15,25,15
15,48,15
17,22,17
17,32,17
17,33,17
17,35,17
18,19,18
18,21,18
18,23,18
18,24,18
18,41,18
19,27,19
19,31,19
19,33,19
19,41,19
19,43,19
20,21,20
20,32,20
20,35,20
20,45,20
20,48,20
21,42,21
21,48,21
22,23,22
22,30,22
24,42,24
26,34,26
26,36,26
26,41,26
26,43,26
26,48,26
27,42,27
27,49,27
29,34,29
29,42,29
29,44,29
30,37,30
30,40,30
30,49,30
31,41,31
32,34,32
32,37,32
32,38,32
33,34,33
33,44,33
34,40,34
35,45,35
36,47,36
37,41,37
37,43,37
39,43,39
39,46,39
39,48,39
40,48,40
41,48,41
42,48,42
43,45,43
43,48,43
45,47,45
46,47,46
