node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,9,88.0,106.0,0.02163265306122449
2,5,92.0,102.0,0.020816326530612245
3,6,91.0,103.0,0.021020408163265305
4,1,96.0,98.0,0.02
5,4,92.0,100.0,0.02040816326530612
6,4,93.0,101.0,0.020612244897959184
7,7,89.0,103.0,0.021020408163265305
8,3,94.0,100.0,0.02040816326530612
9,3,94.0,100.0,0.02040816326530612
10,7,89.0,103.0,0.021020408163265305
11,6,88.0,100.0,0.02040816326530612
12,7,89.0,103.0,0.021020408163265305
13,2,92.0,96.0,0.019591836734693877
14,1,95.0,97.0,0.01979591836734694
15,1,94.0,96.0,0.019591836734693877
16,3,92.0,98.0,0.02
17,4,91.0,99.0,0.02020408163265306
18,6,88.0,100.0,0.02040816326530612
19,2,93.0,97.0,0.01979591836734694
20,5,88.0,98.0,0.02
21,3,91.0,97.0,0.01979591836734694
22,2,93.0,97.0,0.01979591836734694
23,2,95.0,99.0,0.02020408163265306
24,1,92.0,94.0,0.019183673469387756
25,1,94.0,96.0,0.019591836734693877
26,1,95.0,97.0,0.01979591836734694
27,1,92.0,94.0,0.019183673469387756
28,2,95.0,99.0,0.02020408163265306
29,2,90.0,94.0,0.019183673469387756
30,1,93.0,95.0,0.019387755102040816
31,1,95.0,97.0,0.01979591836734694
32,3,90.0,96.0,0.019591836734693877
33,0,96.0,96.0,0.019591836734693877
34,0,96.0,96.0,0.019591836734693877
35,1,92.0,94.0,0.019183673469387756
36,0,91.0,91.0,0.018571428571428572
37,2,94.0,98.0,0.02
38,0,92.0,92.0,0.018775510204081632
39,1,92.0,94.0,0.019183673469387756
40,1,91.0,93.0,0.018979591836734692
41,1,94.0,96.0,0.019591836734693877
42,0,93.0,93.0,0.018979591836734692
43,0,89.0,89.0,0.018163265306122448
44,0,93.0,93.0,0.018979591836734692
45,0,96.0,96.0,0.019591836734693877
46,0,95.0,95.0,0.019387755102040816
47,0,90.0,90.0,0.018367346938775512
48,0,96.0,96.0,0.019591836734693877
49,0,96.0,96.0,0.019591836734693877
