u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,19,1
1,32,1
1,48,1
2,10,2
2,18,2
2,25,2
2,35,2
2,49,2
3,22,3
3,37,3
3,39,3
4,34,4
4,38,4
4,39,4
4,45,4
4,46,4
5,18,5
5,20,5
5,24,5
5,30,5
5,39,5
5,41,5
5,47,5
6,26,6
6,32,6
7,16,7
7,42,7
8,16,8
8,19,8
8,23,8
8,32,8
9,20,9
9,29,9
9,43,9
9,44,9
9,48,9
10,11,10
10,17,10
10,35,10
10,40,10
10,46,10
11,31,11
11,34,11
11,36,11
11,37,11
12,15,12
12,23,12
12,31,12
12,32,12
12,37,12
12,39,12
13,42,13
13,48,13
13,49,13
14,25,14
15,25,15
15,32,15
15,36,15
16,20,16
16,28,16
16,37,16
16,48,16
16,49,16
17,22,17
17,24,17
17,48,17
18,26,18
18,29,18
18,35,18
19,24,19
19,37,19
19,47,19
19,48,19
20,21,20
20,26,20
20,32,20
20,41,20
20,44,20
20,45,20
21,24,21
21,36,21
23,41,23
23,42,23
23,47,23
24,40,24
24,44,24
25,26,25
25,33,25
25,43,25
26,31,26
27,48,27
28,33,28
28,47,28
29,44,29
30,34,30
30,39,30
31,34,31
34,35,34
34,48,34
36,45,36
38,46,38
39,41,39
39,42,39
39,47,39
40,45,40
40,46,40
41,45,41
42,43,42
42,45,42
42,48,42
44,49,44
