u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,8,1
1,11,1
1,20,1
2,4,2
2,12,2
2,13,2
2,35,2
3,14,3
3,15,3
3,21,3
3,23,3
3,34,3
4,8,4
4,26,4
5,19,5
5,34,5
6,28,6
6,37,6
6,44,6
7,46,7
8,19,8
8,34,8
8,40,8
8,43,8
8,45,8
9,14,9
9,15,9
9,16,9
9,18,9
9,23,9
9,44,9
9,46,9
9,47,9
10,16,10
10,20,10
10,32,10
10,33,10
10,35,10
10,39,10
10,43,10
10,44,10
10,49,10
11,25,11
11,33,11
11,37,11
11,47,11
11,48,11
12,21,12
12,43,12
12,47,12
13,30,13
14,23,14
14,24,14
14,27,14
15,24,15
15,26,15
15,31,15
15,40,15
15,43,15
15,47,15
15,49,15
16,39,16
16,45,16
17,23,17
17,24,17
17,42,17
18,32,18
19,37,19
19,42,19
20,22,20
20,25,20
20,34,20
20,41,20
20,44,20
21,35,21
21,37,21
21,43,21
21,45,21
21,47,21
21,49,21
22,41,22
22,42,22
22,46,22
23,27,23
23,47,23
23,49,23
25,32,25
27,41,27
27,45,27
28,32,28
28,35,28
28,41,28
29,31,29
29,32,29
29,38,29
29,40,29
29,42,29
29,49,29
30,49,30
31,37,31
32,35,32
33,41,33
33,46,33
34,46,34
36,44,36
36,46,36
38,46,38
39,41,39
39,44,39
39,49,39
40,48,40
41,46,41
42,43,42
44,45,44
45,46,45
45,49,45
47,48,47
