node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,7,90.0,104.0,0.02122448979591837
2,2,95.0,99.0,0.02020408163265306
3,4,93.0,101.0,0.020612244897959184
4,6,90.0,102.0,0.020816326530612245
5,6,89.0,101.0,0.020612244897959184
6,7,90.0,104.0,0.02122448979591837
7,3,93.0,99.0,0.02020408163265306
8,7,88.0,102.0,0.020816326530612245
9,9,87.0,105.0,0.02142857142857143
10,5,92.0,102.0,0.020816326530612245
11,3,93.0,99.0,0.02020408163265306
12,4,92.0,100.0,0.02040816326530612
13,5,92.0,102.0,0.020816326530612245
14,2,94.0,98.0,0.02
15,5,89.0,99.0,0.02020408163265306
16,2,93.0,97.0,0.01979591836734694
17,3,92.0,98.0,0.02
18,2,94.0,98.0,0.02
19,2,92.0,96.0,0.019591836734693877
20,1,93.0,95.0,0.019387755102040816
21,2,94.0,98.0,0.02
22,3,93.0,99.0,0.02020408163265306
23,3,91.0,97.0,0.01979591836734694
24,1,92.0,94.0,0.019183673469387756
25,4,90.0,98.0,0.02
26,6,89.0,101.0,0.020612244897959184
27,2,94.0,98.0,0.02
28,2,91.0,95.0,0.019387755102040816
29,1,94.0,96.0,0.019591836734693877
30,1,91.0,93.0,0.018979591836734692
31,3,91.0,97.0,0.01979591836734694
32,3,92.0,98.0,0.02
33,2,91.0,95.0,0.019387755102040816
34,1,90.0,92.0,0.018775510204081632
35,2,91.0,95.0,0.019387755102040816
36,1,91.0,93.0,0.018979591836734692
37,1,94.0,96.0,0.019591836734693877
38,1,93.0,95.0,0.019387755102040816
39,2,90.0,94.0,0.019183673469387756
40,3,88.0,94.0,0.019183673469387756
41,1,92.0,94.0,0.019183673469387756
42,0,92.0,92.0,0.018775510204081632
43,0,94.0,94.0,0.019183673469387756
44,0,93.0,93.0,0.018979591836734692
45,1,93.0,95.0,0.019387755102040816
46,0,92.0,92.0,0.018775510204081632
47,0,92.0,92.0,0.018775510204081632
48,0,91.0,91.0,0.018571428571428572
49,0,91.0,91.0,0.018571428571428572
