u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,13,1
1,15,1
1,25,1
1,28,1
1,30,1
1,37,1
1,44,1
2,3,2
2,16,2
2,19,2
2,27,2
2,34,2
2,44,2
2,46,2
3,11,3
3,12,3
3,21,3
4,34,4
4,44,4
4,45,4
4,48,4
5,20,5
5,33,5
5,37,5
5,38,5
5,45,5
5,49,5
6,33,6
6,39,6
6,42,6
7,16,7
7,20,7
7,28,7
7,49,7
8,17,8
8,31,8
8,49,8
9,11,9
9,27,9
9,29,9
9,40,9
9,46,9
9,47,9
10,28,10
10,31,10
10,43,10
10,44,10
11,17,11
11,43,11
11,45,11
12,21,12
12,26,12
12,35,12
12,49,12
13,14,13
13,16,13
13,20,13
13,31,13
13,36,13
13,41,13
14,28,14
14,33,14
14,43,14
14,44,14
16,24,16
16,26,16
16,29,16
16,32,16
16,37,16
16,39,16
17,24,17
17,35,17
17,45,17
17,46,17
17,48,17
18,24,18
18,38,18
18,39,18
18,48,18
19,23,19
19,32,19
19,35,19
19,39,19
19,45,19
19,46,19
19,47,19
20,34,20
21,29,21
22,27,22
22,39,22
23,26,23
23,49,23
24,46,24
24,49,24
26,27,26
26,43,26
26,47,26
27,47,27
28,48,28
29,35,29
30,33,30
31,33,31
31,35,31
31,36,31
31,37,31
31,49,31
33,37,33
34,38,34
34,42,34
35,37,35
35,48,35
35,49,35
36,40,36
36,49,36
38,44,38
38,45,38
39,44,39
42,49,42
44,46,44
44,48,44
44,49,44
