node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,4,93.0,101.0,0.020612244897959184
2,8,89.0,105.0,0.02142857142857143
3,4,93.0,101.0,0.020612244897959184
4,4,92.0,100.0,0.02040816326530612
5,9,88.0,106.0,0.02163265306122449
6,3,94.0,100.0,0.02040816326530612
7,0,96.0,96.0,0.019591836734693877
8,4,93.0,101.0,0.020612244897959184
9,4,92.0,100.0,0.02040816326530612
10,2,95.0,99.0,0.02020408163265306
11,5,92.0,102.0,0.020816326530612245
12,4,93.0,101.0,0.020612244897959184
13,4,92.0,100.0,0.02040816326530612
14,5,91.0,101.0,0.020612244897959184
15,4,91.0,99.0,0.02020408163265306
16,1,95.0,97.0,0.01979591836734694
17,5,91.0,101.0,0.020612244897959184
18,2,94.0,98.0,0.02
19,6,89.0,101.0,0.020612244897959184
20,3,90.0,96.0,0.019591836734693877
21,4,92.0,100.0,0.02040816326530612
22,2,92.0,96.0,0.019591836734693877
23,0,91.0,91.0,0.018571428571428572
24,2,91.0,95.0,0.019387755102040816
25,2,91.0,95.0,0.019387755102040816
26,2,92.0,96.0,0.019591836734693877
27,1,91.0,93.0,0.018979591836734692
28,3,91.0,97.0,0.01979591836734694
29,0,95.0,95.0,0.019387755102040816
30,2,91.0,95.0,0.019387755102040816
31,3,91.0,97.0,0.01979591836734694
32,0,94.0,94.0,0.019183673469387756
33,1,95.0,97.0,0.01979591836734694
34,1,92.0,94.0,0.019183673469387756
35,3,92.0,98.0,0.02
36,0,94.0,94.0,0.019183673469387756
37,2,93.0,97.0,0.01979591836734694
38,3,93.0,99.0,0.02020408163265306
39,1,93.0,95.0,0.019387755102040816
40,0,86.0,86.0,0.017551020408163264
41,0,95.0,95.0,0.019387755102040816
42,2,92.0,96.0,0.019591836734693877
43,0,92.0,92.0,0.018775510204081632
44,1,93.0,95.0,0.019387755102040816
45,0,96.0,96.0,0.019591836734693877
46,0,92.0,92.0,0.018775510204081632
47,0,91.0,91.0,0.018571428571428572
48,0,94.0,94.0,0.019183673469387756
49,0,93.0,93.0,0.018979591836734692
