node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,5,92.0,102.0,0.020816326530612245
2,4,93.0,101.0,0.020612244897959184
3,8,89.0,105.0,0.02142857142857143
4,2,95.0,99.0,0.02020408163265306
5,3,94.0,100.0,0.02040816326530612
6,4,93.0,101.0,0.020612244897959184
7,6,90.0,102.0,0.020816326530612245
8,2,93.0,97.0,0.01979591836734694
9,2,95.0,99.0,0.02020408163265306
10,6,88.0,100.0,0.02040816326530612
11,1,96.0,98.0,0.02
12,3,94.0,100.0,0.02040816326530612
13,5,90.0,100.0,0.02040816326530612
14,3,93.0,99.0,0.02020408163265306
15,3,92.0,98.0,0.02
16,4,91.0,99.0,0.02020408163265306
17,3,93.0,99.0,0.02020408163265306
18,6,90.0,102.0,0.020816326530612245
19,4,92.0,100.0,0.02040816326530612
20,4,91.0,99.0,0.02020408163265306
21,4,92.0,100.0,0.02040816326530612
22,1,94.0,96.0,0.019591836734693877
23,1,95.0,97.0,0.01979591836734694
24,0,94.0,94.0,0.019183673469387756
25,4,90.0,98.0,0.02
26,1,94.0,96.0,0.019591836734693877
27,1,92.0,94.0,0.019183673469387756
28,4,88.0,96.0,0.019591836734693877
29,2,91.0,95.0,0.019387755102040816
30,4,91.0,99.0,0.02020408163265306
31,0,95.0,95.0,0.019387755102040816
32,2,92.0,96.0,0.019591836734693877
33,2,94.0,98.0,0.02
34,1,93.0,95.0,0.019387755102040816
35,0,95.0,95.0,0.019387755102040816
36,0,94.0,94.0,0.019183673469387756
37,1,94.0,96.0,0.019591836734693877
38,2,92.0,96.0,0.019591836734693877
39,2,92.0,96.0,0.019591836734693877
40,2,92.0,96.0,0.019591836734693877
41,1,95.0,97.0,0.01979591836734694
42,1,89.0,91.0,0.018571428571428572
43,1,91.0,93.0,0.018979591836734692
44,1,91.0,93.0,0.018979591836734692
45,0,92.0,92.0,0.018775510204081632
46,0,88.0,88.0,0.017959183673469388
47,0,90.0,90.0,0.018367346938775512
48,0,92.0,92.0,0.018775510204081632
49,0,95.0,95.0,0.019387755102040816
