node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,6,91.0,103.0,0.021020408163265305
2,3,94.0,100.0,0.02040816326530612
3,6,91.0,103.0,0.021020408163265305
4,6,91.0,103.0,0.021020408163265305
5,5,92.0,102.0,0.020816326530612245
6,4,91.0,99.0,0.02020408163265306
7,2,95.0,99.0,0.02020408163265306
8,4,92.0,100.0,0.02040816326530612
9,3,92.0,98.0,0.02
10,2,93.0,97.0,0.01979591836734694
11,7,90.0,104.0,0.02122448979591837
12,3,94.0,100.0,0.02040816326530612
13,1,96.0,98.0,0.02
14,3,93.0,99.0,0.02020408163265306
15,2,93.0,97.0,0.01979591836734694
16,0,94.0,94.0,0.019183673469387756
17,4,91.0,99.0,0.02020408163265306
18,3,93.0,99.0,0.02020408163265306
19,2,95.0,99.0,0.02020408163265306
20,4,91.0,99.0,0.02020408163265306
21,7,89.0,103.0,0.021020408163265305
22,2,94.0,98.0,0.02
23,1,93.0,95.0,0.019387755102040816
24,1,95.0,97.0,0.01979591836734694
25,1,93.0,95.0,0.019387755102040816
26,2,93.0,97.0,0.01979591836734694
27,2,93.0,97.0,0.01979591836734694
28,4,91.0,99.0,0.02020408163265306
29,1,94.0,96.0,0.019591836734693877
30,0,96.0,96.0,0.019591836734693877
31,5,88.0,98.0,0.02
32,3,90.0,96.0,0.019591836734693877
33,1,95.0,97.0,0.01979591836734694
34,1,91.0,93.0,0.018979591836734692
35,5,88.0,98.0,0.02
36,3,91.0,97.0,0.01979591836734694
37,0,92.0,92.0,0.018775510204081632
38,2,94.0,98.0,0.02
39,3,93.0,99.0,0.02020408163265306
40,2,93.0,97.0,0.01979591836734694
41,2,90.0,94.0,0.019183673469387756
42,0,90.0,90.0,0.018367346938775512
43,0,94.0,94.0,0.019183673469387756
44,1,90.0,92.0,0.018775510204081632
45,0,94.0,94.0,0.019183673469387756
46,0,89.0,89.0,0.018163265306122448
47,1,89.0,91.0,0.018571428571428572
48,0,88.0,88.0,0.017959183673469388
49,0,91.0,91.0,0.018571428571428572
