node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,4,93.0,101.0,0.020612244897959184
2,5,92.0,102.0,0.020816326530612245
3,5,91.0,101.0,0.020612244897959184
4,4,93.0,101.0,0.020612244897959184
5,5,91.0,101.0,0.020612244897959184
6,1,96.0,98.0,0.02
7,2,95.0,99.0,0.02020408163265306
8,6,88.0,100.0,0.02040816326530612
9,4,93.0,101.0,0.020612244897959184
10,2,94.0,98.0,0.02
11,6,90.0,102.0,0.020816326530612245
12,7,89.0,103.0,0.021020408163265305
13,1,94.0,96.0,0.019591836734693877
14,3,92.0,98.0,0.02
15,3,94.0,100.0,0.02040816326530612
16,0,96.0,96.0,0.019591836734693877
17,4,91.0,99.0,0.02020408163265306
18,5,90.0,100.0,0.02040816326530612
19,5,90.0,100.0,0.02040816326530612
20,5,91.0,101.0,0.020612244897959184
21,2,92.0,96.0,0.019591836734693877
22,2,93.0,97.0,0.01979591836734694
23,0,93.0,93.0,0.018979591836734692
24,1,93.0,95.0,0.019387755102040816
25,0,96.0,96.0,0.019591836734693877
26,5,91.0,101.0,0.020612244897959184
27,2,92.0,96.0,0.019591836734693877
28,0,94.0,94.0,0.019183673469387756
29,3,90.0,96.0,0.019591836734693877
30,3,91.0,97.0,0.01979591836734694
31,1,92.0,94.0,0.019183673469387756
32,3,91.0,97.0,0.01979591836734694
33,2,92.0,96.0,0.019591836734693877
34,1,92.0,94.0,0.019183673469387756
35,1,93.0,95.0,0.019387755102040816
36,1,95.0,97.0,0.01979591836734694
37,2,91.0,95.0,0.019387755102040816
38,0,95.0,95.0,0.019387755102040816
39,3,93.0,99.0,0.02020408163265306
40,1,93.0,95.0,0.019387755102040816
41,1,90.0,92.0,0.018775510204081632
42,1,90.0,92.0,0.018775510204081632
43,2,90.0,94.0,0.019183673469387756
44,0,95.0,95.0,0.019387755102040816
45,1,92.0,94.0,0.019183673469387756
46,1,94.0,96.0,0.019591836734693877
47,0,94.0,94.0,0.019183673469387756
48,0,88.0,88.0,0.017959183673469388
49,0,93.0,93.0,0.018979591836734692
