u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,12,1
1,22,1
1,27,1
1,28,1
1,47,1
2,18,2
2,29,2
2,41,2
3,27,3
4,12,4
4,35,4
4,41,4
5,9,5
5,14,5
5,22,5
5,28,5
5,33,5
5,46,5
5,48,5
6,7,6
6,9,6
6,12,6
6,35,6
6,38,6
7,30,7
7,45,7
8,11,8
8,12,8
8,27,8
8,34,8
8,44,8
8,45,8
9,17,9
9,20,9
9,44,9
10,21,10
10,23,10
10,29,10
10,33,10
10,45,10
11,12,11
11,19,11
11,20,11
11,25,11
12,33,12
13,25,13
14,15,14
14,18,14
14,42,14
15,31,15
15,33,15
15,34,15
15,43,15
15,45,15
15,48,15
16,35,16
16,42,16
16,47,16
17,22,17
17,23,17
18,19,18
18,24,18
18,25,18
19,21,19
19,26,19
19,33,19
20,33,20
20,39,20
21,29,21
21,37,21
21,41,21
22,47,22
23,33,23
23,38,23
23,39,23
24,32,24
24,34,24
24,45,24
25,32,25
25,45,25
25,47,25
25,49,25
26,36,26
26,37,26
26,38,26
26,42,26
26,46,26
26,47,26
28,36,28
28,49,28
29,45,29
29,48,29
29,49,29
30,34,30
32,40,32
32,42,32
32,48,32
34,36,34
34,40,34
37,38,37
37,41,37
37,42,37
38,47,38
41,45,41
41,48,41
42,44,42
42,48,42
43,45,43
43,47,43
43,48,43
46,47,46
46,48,46
46,49,46
47,48,47
