node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,6,91.0,103.0,0.021020408163265305
2,4,93.0,101.0,0.020612244897959184
3,4,93.0,101.0,0.020612244897959184
4,7,89.0,103.0,0.021020408163265305
5,6,90.0,102.0,0.020816326530612245
6,4,92.0,100.0,0.02040816326530612
7,2,95.0,99.0,0.02020408163265306
8,1,96.0,98.0,0.02
9,1,96.0,98.0,0.02
10,3,92.0,98.0,0.02
11,2,95.0,99.0,0.02020408163265306
12,2,95.0,99.0,0.02020408163265306
13,2,94.0,98.0,0.02
14,2,94.0,98.0,0.02
15,5,91.0,101.0,0.020612244897959184
16,2,95.0,99.0,0.02020408163265306
17,4,92.0,100.0,0.02040816326530612
18,3,90.0,96.0,0.019591836734693877
19,2,93.0,97.0,0.01979591836734694
20,4,92.0,100.0,0.02040816326530612
21,3,93.0,99.0,0.02020408163265306
22,1,93.0,95.0,0.019387755102040816
23,2,94.0,98.0,0.02
24,2,93.0,97.0,0.01979591836734694
25,1,94.0,96.0,0.019591836734693877
26,0,94.0,94.0,0.019183673469387756
27,1,95.0,97.0,0.01979591836734694
28,1,94.0,96.0,0.019591836734693877
29,2,91.0,95.0,0.019387755102040816
30,0,97.0,97.0,0.01979591836734694
31,2,92.0,96.0,0.019591836734693877
32,0,96.0,96.0,0.019591836734693877
33,5,89.0,99.0,0.02020408163265306
34,2,91.0,95.0,0.019387755102040816
35,3,91.0,97.0,0.01979591836734694
36,1,94.0,96.0,0.019591836734693877
37,1,92.0,94.0,0.019183673469387756
38,1,93.0,95.0,0.019387755102040816
39,2,92.0,96.0,0.019591836734693877
40,1,91.0,93.0,0.018979591836734692
41,3,92.0,98.0,0.02
42,0,91.0,91.0,0.018571428571428572
43,1,94.0,96.0,0.019591836734693877
44,0,95.0,95.0,0.019387755102040816
45,1,86.0,88.0,0.017959183673469388
46,0,93.0,93.0,0.018979591836734692
47,1,94.0,96.0,0.019591836734693877
48,1,91.0,93.0,0.018979591836734692
49,0,92.0,92.0,0.018775510204081632
