u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,23,1
1,26,1
1,33,1
2,9,2
2,26,2
2,40,2
2,42,2
3,29,3
3,46,3
4,9,4
4,24,4
4,35,4
4,36,4
5,9,5
5,13,5
5,20,5
5,26,5
5,32,5
5,33,5
5,36,5
5,42,5
6,13,6
6,30,6
6,34,6
6,39,6
6,43,6
7,15,7
7,22,7
7,26,7
7,30,7
7,41,7
8,18,8
8,21,8
8,45,8
8,46,8
9,25,9
9,38,9
10,14,10
10,30,10
10,37,10
10,46,10
11,13,11
11,38,11
11,49,11
12,30,12
13,27,13
13,40,13
13,44,13
14,38,14
15,24,15
15,35,15
15,44,15
16,21,16
16,23,16
16,33,16
16,43,16
16,44,16
17,19,17
17,30,17
17,32,17
17,37,17
18,36,18
19,28,19
19,37,19
20,29,20
21,30,21
21,34,21
22,26,22
22,33,22
22,45,22
23,36,23
24,33,24
24,39,24
24,47,24
27,29,27
27,30,27
28,34,28
28,39,28
28,40,28
29,35,29
30,31,30
30,32,30
30,48,30
31,32,31
31,47,31
32,35,32
32,40,32
33,38,33
34,35,34
34,45,34
35,48,35
36,46,36
36,49,36
37,42,37
38,39,38
40,41,40
40,48,40
40,49,40
42,43,42
43,48,43
