u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,18,1
1,42,1
1,43,1
2,7,2
2,22,2
2,29,2
2,40,2
3,9,3
3,20,3
3,23,3
3,45,3
4,15,4
4,47,4
5,7,5
5,16,5
5,25,5
6,10,6
6,25,6
7,13,7
7,31,7
7,40,7
8,11,8
8,14,8
8,22,8
8,27,8
8,44,8
9,11,9
9,13,9
9,24,9
9,33,9
9,48,9
10,17,10
10,19,10
10,34,10
10,35,10
10,36,10
11,15,11
11,37,11
11,46,11
11,48,11
12,17,12
12,26,12
12,40,12
12,48,12
13,35,13
13,47,13
14,35,14
14,43,14
15,18,15
15,32,15
15,47,15
15,48,15
16,36,16
16,47,16
17,41,17
17,44,17
18,24,18
18,27,18
18,45,18
19,33,19
19,43,19
20,32,20
20,37,20
21,25,21
21,37,21
22,34,22
22,39,22
22,40,22
22,49,22
23,46,23
23,48,23
25,41,25
26,39,26
27,39,27
27,40,27
27,43,27
27,46,27
29,34,29
29,39,29
30,36,30
30,44,30
31,38,31
31,39,31
32,36,32
34,40,34
34,42,34
35,38,35
35,48,35
36,38,36
37,44,37
37,48,37
39,40,39
41,43,41
41,45,41
41,46,41
41,49,41
42,48,42
43,44,43
44,47,44
47,48,47
