u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,13,1
1,32,1
1,44,1
1,46,1
1,49,1
2,33,2
2,35,2
3,11,3
3,17,3
3,22,3
3,33,3
3,35,3
3,37,3
3,49,3
4,5,4
4,13,4
4,28,4
4,29,4
4,33,4
4,40,4
4,49,4
5,12,5
5,20,5
5,24,5
5,28,5
5,34,5
5,41,5
6,15,6
6,23,6
6,26,6
6,42,6
6,47,6
6,48,6
8,9,8
8,20,8
8,23,8
8,25,8
9,13,9
9,14,9
9,21,9
9,33,9
9,35,9
9,37,9
9,45,9
10,23,10
10,32,10
10,38,10
10,44,10
11,16,11
11,25,11
11,27,11
11,39,11
11,44,11
11,49,11
12,24,12
12,29,12
12,32,12
12,37,12
12,47,12
13,22,13
13,32,13
13,36,13
13,37,13
14,15,14
14,17,14
14,32,14
14,38,14
14,46,14
15,16,15
15,23,15
15,27,15
15,29,15
15,38,15
15,42,15
15,44,15
15,45,15
16,17,16
16,20,16
16,23,16
16,27,16
16,44,16
16,48,16
17,38,17
17,47,17
18,33,18
18,36,18
19,22,19
19,23,19
19,38,19
19,44,19
20,22,20
20,26,20
20,29,20
20,31,20
20,36,20
20,45,20
21,24,21
21,25,21
21,43,21
22,36,22
22,37,22
23,28,23
23,44,23
24,26,24
24,29,24
24,38,24
24,44,24
25,31,25
25,34,25
25,37,25
25,39,25
25,41,25
25,47,25
26,32,26
26,33,26
26,42,26
27,38,27
28,30,28
28,37,28
29,31,29
29,41,29
29,45,29
30,36,30
30,49,30
31,45,31
31,49,31
32,34,32
32,44,32
33,41,33
33,47,33
35,44,35
36,38,36
36,45,36
37,46,37
37,47,37
38,39,38
38,47,38
39,40,39
39,42,39
39,45,39
39,47,39
40,44,40
40,45,40
40,47,40
41,49,41
43,46,43
