node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,5,92.0,102.0,0.020816326530612245
2,5,92.0,102.0,0.020816326530612245
3,5,92.0,102.0,0.020816326530612245
4,8,89.0,105.0,0.02142857142857143
5,5,91.0,101.0,0.020612244897959184
6,1,96.0,98.0,0.02
7,2,95.0,99.0,0.02020408163265306
8,3,94.0,100.0,0.02040816326530612
9,4,93.0,101.0,0.020612244897959184
10,7,88.0,102.0,0.020816326530612245
11,5,90.0,100.0,0.02040816326530612
12,5,91.0,101.0,0.020612244897959184
13,5,92.0,102.0,0.020816326530612245
14,3,93.0,99.0,0.02020408163265306
15,4,92.0,100.0,0.02040816326530612
16,4,89.0,97.0,0.01979591836734694
17,3,92.0,98.0,0.02
18,6,90.0,102.0,0.020816326530612245
19,5,90.0,100.0,0.02040816326530612
20,3,93.0,99.0,0.02020408163265306
21,5,90.0,100.0,0.02040816326530612
22,3,92.0,98.0,0.02
23,4,90.0,98.0,0.02
24,0,97.0,97.0,0.01979591836734694
25,4,91.0,99.0,0.02020408163265306
26,0,94.0,94.0,0.019183673469387756
27,3,93.0,99.0,0.02020408163265306
28,3,94.0,100.0,0.02040816326530612
29,5,90.0,100.0,0.02040816326530612
30,2,93.0,97.0,0.01979591836734694
31,1,92.0,94.0,0.019183673469387756
32,1,90.0,92.0,0.018775510204081632
33,1,90.0,92.0,0.018775510204081632
34,5,85.0,95.0,0.019387755102040816
35,4,89.0,97.0,0.01979591836734694
36,0,91.0,91.0,0.018571428571428572
37,1,90.0,92.0,0.018775510204081632
38,1,92.0,94.0,0.019183673469387756
39,1,92.0,94.0,0.019183673469387756
40,1,90.0,92.0,0.018775510204081632
41,1,91.0,93.0,0.018979591836734692
42,1,91.0,93.0,0.018979591836734692
43,1,89.0,91.0,0.018571428571428572
44,0,91.0,91.0,0.018571428571428572
45,0,89.0,89.0,0.018163265306122448
46,0,91.0,91.0,0.018571428571428572
47,1,93.0,95.0,0.019387755102040816
48,0,92.0,92.0,0.018775510204081632
49,0,93.0,93.0,0.018979591836734692
