u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,19,1
1,21,1
1,31,1
1,40,1
2,11,2
2,14,2
2,23,2
2,33,2
2,43,2
3,10,3
3,16,3
3,33,3
3,35,3
3,45,3
4,22,4
4,25,4
4,32,4
4,33,4
4,34,4
4,35,4
4,39,4
4,41,4
5,23,5
5,30,5
5,39,5
5,40,5
5,44,5
6,17,6
7,34,7
7,42,7
8,10,8
8,11,8
8,17,8
9,20,9
9,32,9
9,36,9
9,44,9
10,12,10
10,16,10
10,26,10
10,29,10
10,36,10
10,40,10
10,44,10
11,37,11
11,38,11
11,39,11
11,44,11
11,45,11
12,15,12
12,16,12
12,19,12
12,34,12
12,46,12
13,21,13
13,32,13
13,36,13
13,47,13
13,49,13
14,23,14
14,32,14
14,41,14
15,16,15
15,31,15
15,32,15
15,45,15
16,18,16
16,26,16
16,31,16
16,40,16
17,34,17
17,37,17
17,41,17
18,25,18
18,33,18
18,36,18
18,37,18
18,45,18
18,48,18
19,27,19
19,35,19
19,43,19
19,46,19
19,49,19
20,26,20
20,42,20
20,43,20
21,22,21
21,33,21
21,42,21
21,43,21
21,46,21
22,33,22
22,41,22
22,48,22
23,36,23
23,38,23
23,39,23
23,46,23
25,31,25
25,36,25
25,40,25
25,42,25
27,34,27
27,37,27
27,38,27
28,29,28
28,44,28
28,47,28
29,30,29
29,32,29
29,35,29
29,37,29
29,41,29
30,34,30
30,45,30
31,43,31
32,34,32
33,43,33
34,37,34
34,40,34
34,45,34
34,46,34
34,48,34
35,38,35
35,42,35
35,47,35
35,48,35
37,49,37
38,43,38
39,44,39
40,45,40
41,45,41
42,48,42
43,46,43
47,49,47
