node,owned_edges,dist_sum,cost,p
0,49,49.0,147.0,0.03
1,4,93.0,101.0,0.020612244897959184
2,4,93.0,101.0,0.020612244897959184
3,7,90.0,104.0,0.02122448979591837
4,4,93.0,101.0,0.020612244897959184
5,5,91.0,101.0,0.020612244897959184
6,3,94.0,100.0,0.02040816326530612
7,2,95.0,99.0,0.02020408163265306
8,1,95.0,97.0,0.01979591836734694
9,1,96.0,98.0,0.02
10,4,93.0,101.0,0.020612244897959184
11,5,90.0,100.0,0.02040816326530612
12,2,95.0,99.0,0.02020408163265306
13,5,90.0,100.0,0.02040816326530612
14,0,97.0,97.0,0.01979591836734694
15,0,96.0,96.0,0.019591836734693877
16,1,94.0,96.0,0.019591836734693877
17,2,94.0,98.0,0.02
18,0,96.0,96.0,0.019591836734693877
19,1,95.0,97.0,0.01979591836734694
20,4,92.0,100.0,0.02040816326530612
21,4,91.0,99.0,0.02020408163265306
22,2,94.0,98.0,0.02
23,2,95.0,99.0,0.02020408163265306
24,5,91.0,101.0,0.020612244897959184
25,3,92.0,98.0,0.02
26,4,91.0,99.0,0.02020408163265306
27,1,91.0,93.0,0.018979591836734692
28,2,92.0,96.0,0.019591836734693877
29,3,91.0,97.0,0.01979591836734694
30,3,92.0,98.0,0.02
31,4,92.0,100.0,0.02040816326530612
32,3,91.0,97.0,0.01979591836734694
33,2,93.0,97.0,0.01979591836734694
34,1,89.0,91.0,0.018571428571428572
35,2,92.0,96.0,0.019591836734693877
36,2,94.0,98.0,0.02
37,2,93.0,97.0,0.01979591836734694
38,0,93.0,93.0,0.018979591836734692
39,3,91.0,97.0,0.01979591836734694
40,0,90.0,90.0,0.018367346938775512
41,0,92.0,92.0,0.018775510204081632
42,2,94.0,98.0,0.02
43,0,92.0,92.0,0.018775510204081632
44,1,94.0,96.0,0.019591836734693877
45,0,93.0,93.0,0.018979591836734692
46,0,89.0,89.0,0.018163265306122448
47,0,97.0,97.0,0.01979591836734694
48,1,88.0,90.0,0.018367346938775512
49,0,90.0,90.0,0.018367346938775512
