u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,7,1
1,15,1
1,20,1
1,21,1
1,31,1
1,32,1
1,41,1
1,43,1
1,48,1
2,7,2
2,17,2
2,25,2
2,30,2
2,36,2
2,38,2
2,41,2
2,44,2
3,5,3
3,7,3
3,9,3
3,15,3
3,16,3
3,17,3
3,19,3
3,25,3
3,26,3
3,28,3
3,29,3
3,36,3
3,37,3
3,45,3
3,48,3
4,9,4
4,11,4
4,14,4
4,18,4
4,19,4
4,25,4
4,41,4
5,6,5
5,7,5
5,13,5
5,16,5
5,20,5
5,21,5
5,27,5
5,31,5
5,33,5
5,44,5
6,11,6
6,12,6
6,13,6
6,15,6
6,19,6
6,32,6
6,33,6
6,36,6
6,38,6
6,39,6
6,40,6
6,44,6
6,47,6
7,8,7
7,14,7
7,19,7
7,23,7
7,25,7
7,29,7
7,30,7
7,39,7
7,43,7
7,49,7
8,14,8
8,20,8
8,25,8
8,29,8
8,30,8
8,35,8
8,40,8
8,42,8
9,10,9
9,14,9
9,16,9
9,20,9
9,21,9
9,22,9
9,34,9
9,43,9
9,48,9
10,12,10
10,13,10
10,14,10
10,19,10
10,22,10
10,26,10
10,28,10
10,29,10
10,34,10
10,37,10
10,41,10
10,42,10
11,13,11
11,20,11
11,27,11
11,29,11
11,32,11
11,49,11
12,13,12
12,20,12
12,22,12
12,24,12
12,39,12
12,44,12
12,48,12
13,14,13
13,16,13
13,17,13
13,21,13
13,26,13
13,34,13
13,35,13
13,36,13
13,41,13
13,49,13
14,15,14
14,20,14
14,21,14
14,26,14
14,29,14
14,32,14
14,33,14
14,38,14
14,40,14
14,41,14
14,44,14
14,46,14
15,23,15
15,25,15
15,28,15
15,33,15
15,34,15
15,35,15
15,37,15
15,45,15
15,48,15
16,23,16
16,26,16
16,31,16
16,33,16
16,34,16
16,39,16
16,46,16
17,18,17
17,24,17
17,36,17
17,47,17
17,48,17
18,19,18
18,25,18
18,26,18
18,27,18
18,36,18
18,37,18
18,40,18
18,43,18
18,45,18
19,21,19
19,24,19
19,27,19
19,30,19
19,32,19
19,33,19
19,37,19
19,44,19
19,48,19
20,30,20
20,31,20
20,33,20
20,40,20
20,47,20
21,28,21
21,31,21
21,36,21
22,31,22
22,32,22
22,35,22
22,39,22
23,24,23
23,25,23
23,30,23
23,32,23
23,33,23
23,35,23
23,40,23
23,49,23
24,27,24
24,29,24
24,41,24
25,27,25
25,39,25
25,41,25
25,42,25
25,49,25
26,27,26
26,33,26
26,37,26
26,48,26
27,29,27
27,37,27
27,42,27
27,46,27
27,47,27
27,48,27
28,43,28
28,45,28
29,31,29
29,41,29
29,43,29
29,49,29
30,31,30
30,32,30
30,36,30
30,38,30
30,39,30
30,41,30
30,42,30
30,43,30
30,47,30
30,49,30
31,32,31
31,38,31
31,41,31
31,44,31
31,45,31
31,47,31
32,35,32
32,44,32
32,49,32
33,34,33
33,36,33
33,37,33
33,40,33
33,42,33
33,46,33
34,43,34
34,48,34
34,49,34
35,38,35
35,39,35
35,44,35
36,38,36
36,39,36
36,48,36
37,48,37
38,39,38
38,40,38
38,41,38
38,42,38
38,47,38
39,40,39
39,43,39
40,43,40
40,46,40
41,43,41
42,49,42
44,45,44
45,48,45
45,49,45
46,48,46
46,49,46
47,48,47
47,49,47
48,49,48
