u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,3,1
1,11,1
1,12,1
1,13,1
1,17,1
1,19,1
1,26,1
1,32,1
1,40,1
2,3,2
2,5,2
2,6,2
2,16,2
2,19,2
2,22,2
2,24,2
2,25,2
2,29,2
2,30,2
2,31,2
2,38,2
2,40,2
2,44,2
2,45,2
2,46,2
3,8,3
3,9,3
3,10,3
3,14,3
3,21,3
3,22,3
3,24,3
3,27,3
3,29,3
3,33,3
3,38,3
3,39,3
3,41,3
3,42,3
3,43,3
3,44,3
3,45,3
3,47,3
4,6,4
4,10,4
4,13,4
4,15,4
4,16,4
4,17,4
4,21,4
4,24,4
4,25,4
4,44,4
5,6,5
5,7,5
5,9,5
5,12,5
5,21,5
5,27,5
5,30,5
5,34,5
5,37,5
5,41,5
5,42,5
6,12,6
6,14,6
6,15,6
6,20,6
6,22,6
6,23,6
6,24,6
6,26,6
6,27,6
6,31,6
6,32,6
6,33,6
6,37,6
6,38,6
6,39,6
7,8,7
7,12,7
7,20,7
7,40,7
7,44,7
7,47,7
8,11,8
8,12,8
8,23,8
8,25,8
8,26,8
8,32,8
8,35,8
8,37,8
8,41,8
8,42,8
8,46,8
8,47,8
9,11,9
9,18,9
9,22,9
9,28,9
9,30,9
9,31,9
9,41,9
10,14,10
10,20,10
10,23,10
10,32,10
10,34,10
10,38,10
10,41,10
10,42,10
10,44,10
10,45,10
10,49,10
11,16,11
11,27,11
11,35,11
11,38,11
11,40,11
11,46,11
12,14,12
12,19,12
12,21,12
12,23,12
12,27,12
12,29,12
12,32,12
12,47,12
13,15,13
13,21,13
13,29,13
13,34,13
13,36,13
13,37,13
13,42,13
13,43,13
13,44,13
13,46,13
13,49,13
14,16,14
14,18,14
14,19,14
14,21,14
14,25,14
14,27,14
14,29,14
14,33,14
14,35,14
14,36,14
14,46,14
15,18,15
15,19,15
15,24,15
15,27,15
15,30,15
15,31,15
15,32,15
15,33,15
15,34,15
15,46,15
15,48,15
16,17,16
16,22,16
16,26,16
16,33,16
16,34,16
16,39,16
16,40,16
17,18,17
17,22,17
17,27,17
17,31,17
17,34,17
17,42,17
17,43,17
17,45,17
17,46,17
17,47,17
17,48,17
18,29,18
18,30,18
18,33,18
18,39,18
18,41,18
18,43,18
18,45,18
18,48,18
18,49,18
19,20,19
19,23,19
19,29,19
19,33,19
19,37,19
19,45,19
19,47,19
19,48,19
20,31,20
20,33,20
20,34,20
20,35,20
20,36,20
20,38,20
20,41,20
20,47,20
21,22,21
21,24,21
21,35,21
21,37,21
22,23,22
22,31,22
22,32,22
22,33,22
22,36,22
22,38,22
22,45,22
22,46,22
23,27,23
23,28,23
23,29,23
23,32,23
23,38,23
24,25,24
24,26,24
24,39,24
24,42,24
24,45,24
24,47,24
25,27,25
25,28,25
25,31,25
25,36,25
25,38,25
25,39,25
25,48,25
26,30,26
26,31,26
26,34,26
26,41,26
26,45,26
26,46,26
26,48,26
27,35,27
27,38,27
27,40,27
27,42,27
27,43,27
27,44,27
27,49,27
28,32,28
28,38,28
28,40,28
28,41,28
28,46,28
28,47,28
29,33,29
29,39,29
29,40,29
29,41,29
29,42,29
30,37,30
30,39,30
30,44,30
30,48,30
31,34,31
31,36,31
31,39,31
31,41,31
31,43,31
31,48,31
32,35,32
32,39,32
32,40,32
32,42,32
33,36,33
33,37,33
33,43,33
33,44,33
33,47,33
34,36,34
34,39,34
34,42,34
34,47,34
34,48,34
35,38,35
35,43,35
35,46,35
35,48,35
36,49,36
37,39,37
37,41,37
37,42,37
38,39,38
38,40,38
38,43,38
38,48,38
39,45,39
39,48,39
40,45,40
40,49,40
42,45,42
43,44,43
43,47,43
43,48,43
44,48,44
45,49,45
46,48,46
