u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,2,1
1,7,1
1,9,1
1,11,1
1,25,1
1,27,1
1,30,1
1,33,1
1,35,1
1,37,1
2,5,2
2,7,2
2,9,2
2,13,2
2,14,2
2,15,2
2,17,2
2,22,2
2,29,2
2,38,2
2,39,2
2,41,2
2,43,2
2,46,2
2,48,2
2,49,2
3,4,3
3,8,3
3,11,3
3,14,3
3,15,3
3,17,3
3,21,3
3,24,3
3,27,3
3,35,3
3,43,3
4,9,4
4,11,4
4,14,4
4,16,4
4,19,4
4,20,4
4,22,4
4,27,4
4,30,4
4,35,4
4,44,4
4,47,4
5,13,5
5,21,5
5,25,5
5,31,5
5,34,5
5,36,5
5,40,5
5,45,5
5,48,5
6,7,6
6,14,6
6,28,6
6,33,6
6,42,6
6,49,6
7,12,7
7,15,7
7,16,7
7,21,7
7,23,7
7,28,7
7,31,7
7,33,7
7,37,7
7,42,7
7,45,7
7,46,7
8,9,8
8,10,8
8,19,8
8,25,8
8,35,8
8,36,8
8,40,8
8,41,8
8,45,8
8,46,8
9,10,9
9,12,9
9,21,9
9,22,9
9,24,9
9,31,9
9,33,9
9,36,9
9,40,9
10,11,10
10,13,10
10,14,10
10,15,10
10,20,10
10,21,10
10,24,10
10,30,10
10,37,10
10,41,10
10,46,10
11,19,11
11,20,11
11,22,11
11,24,11
11,26,11
11,33,11
11,38,11
11,45,11
11,48,11
12,15,12
12,16,12
12,17,12
12,18,12
12,21,12
12,26,12
12,29,12
12,31,12
12,35,12
12,39,12
12,40,12
13,14,13
13,16,13
13,25,13
13,28,13
13,30,13
13,43,13
13,49,13
14,17,14
14,23,14
14,46,14
14,47,14
15,27,15
15,28,15
15,37,15
15,43,15
15,46,15
16,17,16
16,18,16
16,19,16
16,27,16
16,38,16
16,42,16
16,44,16
17,22,17
17,24,17
17,26,17
17,27,17
17,29,17
17,37,17
17,39,17
17,40,17
17,46,17
18,20,18
18,21,18
18,29,18
18,34,18
18,35,18
18,47,18
19,21,19
19,23,19
19,26,19
19,30,19
19,31,19
19,33,19
19,41,19
19,47,19
20,21,20
20,22,20
20,27,20
20,35,20
20,38,20
20,40,20
20,41,20
20,46,20
21,29,21
21,37,21
21,38,21
21,47,21
22,26,22
22,30,22
22,41,22
22,43,22
22,46,22
23,26,23
23,27,23
23,32,23
23,36,23
23,38,23
23,42,23
23,43,23
23,44,23
23,46,23
23,47,23
24,25,24
24,32,24
24,34,24
24,35,24
24,41,24
24,46,24
24,49,24
25,27,25
25,38,25
25,39,25
25,40,25
25,43,25
25,48,25
26,27,26
26,29,26
26,30,26
26,34,26
26,36,26
26,39,26
26,41,26
26,42,26
26,45,26
26,48,26
27,28,27
27,31,27
27,34,27
27,35,27
27,36,27
27,40,27
27,43,27
27,45,27
27,47,27
27,48,27
28,30,28
28,35,28
28,36,28
28,44,28
28,45,28
28,49,28
29,31,29
29,32,29
29,39,29
29,40,29
29,42,29
29,44,29
29,47,29
30,37,30
30,39,30
30,40,30
30,43,30
30,46,30
31,32,31
31,34,31
31,39,31
31,40,31
31,41,31
31,43,31
31,47,31
32,44,32
33,35,33
33,41,33
33,42,33
33,45,33
33,47,33
34,39,34
34,42,34
34,43,34
34,45,34
35,36,35
35,37,35
35,38,35
35,42,35
35,44,35
35,45,35
35,46,35
36,37,36
36,38,36
36,40,36
36,41,36
36,42,36
36,43,36
36,44,36
36,46,36
37,38,37
37,39,37
37,40,37
37,45,37
37,46,37
37,48,37
38,44,38
40,46,40
40,47,40
41,45,41
41,46,41
41,47,41
42,43,42
42,44,42
44,45,44
44,48,44
45,47,45
45,49,45
