u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,3,1
1,4,1
1,9,1
1,14,1
1,22,1
1,24,1
1,25,1
1,29,1
1,30,1
1,31,1
1,32,1
1,40,1
1,43,1
1,44,1
1,45,1
1,46,1
1,47,1
2,6,2
2,9,2
2,17,2
2,19,2
2,22,2
2,30,2
2,48,2
3,6,3
3,12,3
3,15,3
3,17,3
3,26,3
3,29,3
3,33,3
3,37,3
3,38,3
3,41,3
3,42,3
3,43,3
3,49,3
4,10,4
4,12,4
4,16,4
4,18,4
4,21,4
4,44,4
4,49,4
5,6,5
5,7,5
5,10,5
5,11,5
5,13,5
5,15,5
5,21,5
5,26,5
5,28,5
5,29,5
5,31,5
5,35,5
5,49,5
6,14,6
6,15,6
6,17,6
6,20,6
6,22,6
6,28,6
6,34,6
6,35,6
6,39,6
6,40,6
6,41,6
6,42,6
6,45,6
6,47,6
7,8,7
7,16,7
7,25,7
7,27,7
7,32,7
7,33,7
7,44,7
7,48,7
8,10,8
8,14,8
8,15,8
8,16,8
8,18,8
8,24,8
8,27,8
8,29,8
8,31,8
8,32,8
8,35,8
8,38,8
9,13,9
9,15,9
9,19,9
9,22,9
9,27,9
9,29,9
9,30,9
9,35,9
9,39,9
9,42,9
9,45,9
9,46,9
9,47,9
10,14,10
10,15,10
10,16,10
10,19,10
10,28,10
10,32,10
10,40,10
10,42,10
10,48,10
11,14,11
11,17,11
11,22,11
11,27,11
11,32,11
11,35,11
11,38,11
11,43,11
11,45,11
11,48,11
12,17,12
12,20,12
12,24,12
12,25,12
12,29,12
12,30,12
12,39,12
12,43,12
12,45,12
12,48,12
12,49,12
13,16,13
13,22,13
13,24,13
13,26,13
13,27,13
13,31,13
13,34,13
13,35,13
13,38,13
13,44,13
13,45,13
14,20,14
14,26,14
14,31,14
14,32,14
14,40,14
14,42,14
14,43,14
14,49,14
15,16,15
15,24,15
15,25,15
15,30,15
15,35,15
15,36,15
16,18,16
16,21,16
16,23,16
16,27,16
16,28,16
16,33,16
16,37,16
16,42,16
16,45,16
16,48,16
17,18,17
17,20,17
17,22,17
17,23,17
17,24,17
17,27,17
17,32,17
17,34,17
17,36,17
17,43,17
17,46,17
18,22,18
18,29,18
18,30,18
18,43,18
18,44,18
18,45,18
18,46,18
18,48,18
18,49,18
19,25,19
19,34,19
19,48,19
20,23,20
20,33,20
20,39,20
20,48,20
21,27,21
21,37,21
21,40,21
21,41,21
21,49,21
22,23,22
22,28,22
22,29,22
22,34,22
22,41,22
22,43,22
23,26,23
23,29,23
23,34,23
23,38,23
23,39,23
23,40,23
23,43,23
23,49,23
24,27,24
24,35,24
24,36,24
24,39,24
24,40,24
24,44,24
24,47,24
25,26,25
25,30,25
25,32,25
25,34,25
25,45,25
25,48,25
26,27,26
26,28,26
26,38,26
26,39,26
26,41,26
26,49,26
27,28,27
27,36,27
27,44,27
27,47,27
28,34,28
28,38,28
28,44,28
28,47,28
29,31,29
29,42,29
29,43,29
29,46,29
30,35,30
30,42,30
30,47,30
31,38,31
31,39,31
31,41,31
31,44,31
31,46,31
31,47,31
32,35,32
32,39,32
32,45,32
33,35,33
33,37,33
33,42,33
33,46,33
33,47,33
34,37,34
34,39,34
34,41,34
34,47,34
35,38,35
35,39,35
35,40,35
35,41,35
35,42,35
35,43,35
35,45,35
35,48,35
36,37,36
36,47,36
36,48,36
37,43,37
37,49,37
38,41,38
38,42,38
38,47,38
39,43,39
39,49,39
40,42,40
40,47,40
41,42,41
42,45,42
43,48,43
44,47,44
45,48,45
45,49,45
46,49,46
47,49,47
48,49,48
