u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,14,1
1,16,1
1,23,1
1,31,1
1,36,1
1,45,1
2,6,2
2,11,2
2,13,2
2,17,2
2,22,2
2,27,2
2,40,2
2,41,2
2,45,2
2,48,2
3,8,3
3,15,3
3,18,3
3,21,3
3,24,3
3,25,3
3,26,3
3,40,3
3,46,3
4,5,4
4,9,4
4,13,4
4,16,4
4,22,4
4,30,4
4,35,4
4,43,4
4,46,4
5,6,5
5,9,5
5,12,5
5,14,5
5,16,5
5,17,5
5,20,5
5,29,5
5,35,5
5,40,5
5,42,5
5,44,5
5,45,5
5,46,5
6,9,6
6,10,6
6,15,6
6,17,6
6,20,6
6,28,6
6,29,6
6,31,6
6,33,6
6,43,6
6,44,6
7,11,7
7,12,7
7,18,7
7,28,7
7,29,7
7,36,7
7,44,7
7,48,7
8,9,8
8,13,8
8,14,8
8,16,8
8,19,8
8,23,8
8,24,8
8,26,8
8,28,8
8,31,8
8,32,8
8,33,8
8,34,8
8,43,8
8,47,8
8,49,8
9,11,9
9,13,9
9,14,9
9,22,9
9,31,9
9,32,9
9,33,9
9,37,9
9,38,9
9,42,9
10,15,10
10,19,10
10,23,10
10,38,10
10,40,10
10,46,10
10,49,10
11,13,11
11,20,11
11,21,11
11,25,11
11,29,11
11,30,11
11,39,11
11,41,11
11,42,11
11,43,11
12,16,12
12,21,12
12,24,12
12,25,12
12,30,12
12,31,12
12,35,12
12,37,12
12,38,12
12,47,12
12,48,12
13,14,13
13,17,13
13,19,13
13,20,13
13,24,13
13,25,13
13,31,13
13,33,13
13,34,13
13,36,13
13,47,13
14,26,14
14,29,14
14,31,14
14,36,14
14,38,14
14,42,14
15,20,15
15,27,15
15,32,15
15,36,15
15,41,15
15,48,15
16,17,16
16,18,16
16,21,16
16,22,16
16,24,16
16,28,16
16,36,16
16,37,16
16,38,16
16,42,16
16,49,16
17,20,17
17,27,17
17,38,17
17,39,17
17,47,17
17,48,17
17,49,17
18,20,18
18,26,18
18,33,18
18,35,18
19,21,19
19,23,19
19,29,19
19,43,19
19,44,19
20,24,20
20,29,20
20,30,20
20,33,20
20,39,20
20,41,20
20,43,20
20,44,20
20,47,20
20,48,20
21,27,21
21,36,21
21,38,21
21,45,21
21,47,21
22,30,22
22,32,22
22,35,22
22,36,22
22,42,22
23,24,23
23,26,23
23,32,23
23,33,23
23,34,23
23,42,23
23,45,23
24,29,24
24,33,24
24,34,24
24,37,24
24,38,24
24,39,24
24,45,24
24,49,24
25,26,25
25,36,25
25,43,25
25,48,25
26,28,26
26,31,26
26,37,26
26,47,26
27,30,27
27,31,27
27,42,27
27,47,27
28,34,28
28,37,28
28,44,28
28,47,28
29,34,29
29,37,29
29,40,29
29,41,29
29,43,29
29,46,29
29,47,29
30,31,30
30,33,30
30,34,30
30,37,30
30,41,30
30,45,30
30,48,30
31,32,31
31,35,31
31,37,31
33,36,33
33,39,33
33,47,33
33,49,33
34,35,34
34,37,34
34,43,34
34,44,34
35,37,35
35,40,35
35,42,35
35,45,35
35,47,35
35,48,35
36,40,36
36,41,36
36,43,36
36,46,36
36,48,36
37,42,37
38,40,38
38,42,38
38,43,38
38,45,38
39,40,39
39,47,39
39,48,39
40,46,40
40,47,40
40,49,40
41,42,41
41,43,41
41,44,41
41,45,41
41,47,41
41,48,41
41,49,41
42,43,42
42,46,42
42,49,42
43,46,43
44,45,44
44,46,44
45,46,45
45,47,45
45,49,45
47,48,47
48,49,48
