u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,6,1
1,7,1
1,8,1
1,13,1
1,17,1
1,21,1
1,28,1
1,29,1
1,39,1
1,41,1
1,44,1
1,47,1
1,48,1
2,4,2
2,15,2
2,16,2
2,19,2
2,35,2
2,41,2
2,42,2
2,43,2
2,47,2
3,8,3
3,11,3
3,12,3
3,16,3
3,22,3
3,30,3
3,32,3
3,36,3
3,37,3
3,40,3
3,44,3
3,45,3
3,46,3
3,49,3
4,7,4
4,9,4
4,15,4
4,19,4
4,21,4
4,27,4
4,32,4
4,34,4
4,35,4
4,37,4
4,38,4
4,40,4
4,42,4
4,49,4
5,6,5
5,7,5
5,8,5
5,9,5
5,18,5
5,19,5
5,27,5
5,30,5
5,36,5
5,45,5
5,47,5
5,49,5
6,10,6
6,13,6
6,20,6
6,24,6
6,26,6
6,28,6
6,33,6
6,34,6
6,36,6
6,48,6
7,9,7
7,10,7
7,23,7
7,32,7
7,38,7
7,39,7
7,40,7
7,42,7
7,45,7
8,9,8
8,14,8
8,15,8
8,17,8
8,21,8
8,29,8
8,32,8
8,39,8
8,40,8
8,46,8
9,11,9
9,12,9
9,14,9
9,19,9
9,22,9
9,25,9
9,32,9
9,37,9
9,39,9
9,46,9
9,47,9
9,48,9
10,15,10
10,16,10
10,20,10
10,23,10
10,31,10
10,37,10
10,42,10
10,47,10
11,12,11
11,14,11
11,18,11
11,27,11
11,28,11
11,32,11
11,35,11
11,41,11
11,42,11
11,45,11
11,47,11
11,49,11
12,14,12
12,16,12
12,22,12
12,25,12
12,28,12
12,39,12
12,41,12
12,42,12
12,43,12
12,46,12
13,19,13
13,22,13
13,26,13
13,32,13
13,33,13
13,40,13
13,48,13
14,31,14
14,33,14
14,40,14
14,44,14
14,48,14
15,18,15
15,21,15
15,27,15
15,28,15
15,30,15
15,34,15
15,46,15
16,18,16
16,19,16
16,20,16
16,21,16
16,22,16
16,24,16
16,32,16
16,36,16
16,38,16
16,44,16
16,49,16
17,20,17
17,28,17
17,30,17
17,33,17
17,34,17
17,35,17
17,37,17
17,38,17
17,39,17
18,20,18
18,29,18
18,31,18
18,36,18
18,38,18
18,39,18
18,43,18
18,45,18
18,49,18
19,20,19
19,21,19
19,28,19
19,34,19
19,38,19
20,21,20
20,23,20
20,24,20
20,28,20
20,29,20
20,30,20
20,32,20
20,34,20
20,38,20
20,47,20
21,22,21
21,26,21
21,30,21
21,37,21
21,40,21
21,42,21
21,44,21
21,47,21
22,23,22
22,34,22
22,38,22
22,40,22
22,41,22
23,27,23
23,44,23
23,47,23
24,27,24
24,31,24
24,32,24
24,37,24
24,40,24
24,43,24
24,45,24
24,47,24
24,48,24
25,28,25
25,30,25
25,34,25
25,39,25
25,40,25
25,42,25
25,44,25
25,47,25
25,49,25
26,34,26
26,38,26
26,40,26
26,42,26
26,44,26
27,33,27
27,36,27
27,38,27
27,39,27
27,42,27
28,30,28
28,32,28
28,35,28
28,43,28
28,46,28
28,47,28
29,32,29
29,34,29
29,38,29
29,39,29
29,40,29
29,41,29
29,46,29
29,47,29
29,48,29
30,40,30
30,46,30
30,48,30
31,34,31
31,37,31
31,40,31
31,45,31
31,48,31
32,40,32
32,42,32
32,43,32
32,46,32
33,34,33
33,39,33
33,41,33
33,46,33
33,48,33
34,49,34
35,37,35
35,38,35
35,40,35
35,41,35
35,47,35
36,44,36
36,45,36
37,39,37
37,42,37
37,46,37
38,45,38
39,42,39
40,48,40
41,46,41
41,47,41
41,48,41
42,44,42
42,45,42
43,47,43
44,45,44
45,48,45
47,49,47
