u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,3,1
1,4,1
1,9,1
1,14,1
1,15,1
1,22,1
1,27,1
1,30,1
1,31,1
1,33,1
1,39,1
1,41,1
1,45,1
1,47,1
2,19,2
2,23,2
2,25,2
2,26,2
2,30,2
2,32,2
2,35,2
2,39,2
2,41,2
2,42,2
2,43,2
2,49,2
3,16,3
3,20,3
3,22,3
3,26,3
3,34,3
4,12,4
4,13,4
4,17,4
4,24,4
4,26,4
4,33,4
4,38,4
4,39,4
4,46,4
4,49,4
5,7,5
5,23,5
5,28,5
5,32,5
5,39,5
5,48,5
6,7,6
6,16,6
6,19,6
6,21,6
6,27,6
6,29,6
6,31,6
6,32,6
6,33,6
6,46,6
6,49,6
7,9,7
7,13,7
7,15,7
7,20,7
7,23,7
7,26,7
7,31,7
7,40,7
7,49,7
8,11,8
8,13,8
8,16,8
8,17,8
8,23,8
8,25,8
8,27,8
8,32,8
8,33,8
8,34,8
8,37,8
8,39,8
8,40,8
8,41,8
8,42,8
8,43,8
8,44,8
8,46,8
9,11,9
9,12,9
9,14,9
9,16,9
9,19,9
9,21,9
9,24,9
9,30,9
9,34,9
9,44,9
9,49,9
10,12,10
10,16,10
10,22,10
10,23,10
10,27,10
10,30,10
10,34,10
10,39,10
10,44,10
10,45,10
10,47,10
10,48,10
11,15,11
11,17,11
11,18,11
11,19,11
11,20,11
11,21,11
11,23,11
11,24,11
11,32,11
11,35,11
11,38,11
11,42,11
11,48,11
12,20,12
12,22,12
12,38,12
12,46,12
13,15,13
13,17,13
13,24,13
13,33,13
13,36,13
13,37,13
13,45,13
13,47,13
13,49,13
14,15,14
14,18,14
14,32,14
14,33,14
14,35,14
14,38,14
14,39,14
14,42,14
14,47,14
15,16,15
15,17,15
15,22,15
15,25,15
15,26,15
15,31,15
15,37,15
15,42,15
15,45,15
15,48,15
15,49,15
16,19,16
16,20,16
16,22,16
16,27,16
16,34,16
16,35,16
16,40,16
16,42,16
16,43,16
17,21,17
17,25,17
17,30,17
17,33,17
17,48,17
18,21,18
18,25,18
18,32,18
18,36,18
18,39,18
18,40,18
18,44,18
19,22,19
19,27,19
19,31,19
19,36,19
19,39,19
19,42,19
20,22,20
20,23,20
20,29,20
20,32,20
20,34,20
20,35,20
20,36,20
20,42,20
20,43,20
20,46,20
20,49,20
21,23,21
21,26,21
21,30,21
21,31,21
21,38,21
21,40,21
21,44,21
21,45,21
21,46,21
21,47,21
22,35,22
22,40,22
22,43,22
22,45,22
23,29,23
23,30,23
23,32,23
23,37,23
23,40,23
23,41,23
23,44,23
23,45,23
23,47,23
23,48,23
24,25,24
24,27,24
24,29,24
24,32,24
24,36,24
24,39,24
24,46,24
25,31,25
25,39,25
25,40,25
25,43,25
25,47,25
26,32,26
26,35,26
26,42,26
27,30,27
27,34,27
27,36,27
27,38,27
27,44,27
27,47,27
27,48,27
27,49,27
28,30,28
28,34,28
28,36,28
28,37,28
28,40,28
28,41,28
28,42,28
29,30,29
29,32,29
29,38,29
29,45,29
29,46,29
29,48,29
29,49,29
30,32,30
30,39,30
30,41,30
30,42,30
30,47,30
30,48,30
30,49,30
31,36,31
31,39,31
31,42,31
31,49,31
32,33,32
32,34,32
32,35,32
32,36,32
32,39,32
32,40,32
32,41,32
32,45,32
32,47,32
32,49,32
33,46,33
34,37,34
34,45,34
34,47,34
35,36,35
35,39,35
35,46,35
36,38,36
36,39,36
36,41,36
36,46,36
36,48,36
37,40,37
38,44,38
39,40,39
40,42,40
40,43,40
40,46,40
41,42,41
41,44,41
41,46,41
41,48,41
42,43,42
42,44,42
42,45,42
47,48,47
48,49,48
