node,owned_edges,dist_sum,cost,p
0,49,49.0,98.0,0.021547933157431837
1,12,85.0,97.0,0.02132805628847845
2,10,87.0,97.0,0.02132805628847845
3,12,85.0,97.0,0.02132805628847845
4,12,84.0,96.0,0.021108179419525065
5,10,86.0,96.0,0.021108179419525065
6,11,84.0,95.0,0.02088830255057168
7,15,80.0,95.0,0.02088830255057168
8,14,81.0,95.0,0.02088830255057168
9,12,83.0,95.0,0.02088830255057168
10,8,89.0,97.0,0.02132805628847845
11,9,86.0,95.0,0.02088830255057168
12,7,87.0,94.0,0.020668425681618294
13,14,80.0,94.0,0.020668425681618294
14,9,83.0,92.0,0.020228671943711522
15,4,91.0,95.0,0.02088830255057168
16,7,83.0,90.0,0.01978891820580475
17,7,84.0,91.0,0.020008795074758137
18,7,84.0,91.0,0.020008795074758137
19,8,86.0,94.0,0.020668425681618294
20,9,85.0,94.0,0.020668425681618294
21,8,85.0,93.0,0.020448548812664908
22,7,84.0,91.0,0.020008795074758137
23,7,84.0,91.0,0.020008795074758137
24,9,86.0,95.0,0.02088830255057168
25,6,86.0,92.0,0.020228671943711522
26,9,82.0,91.0,0.020008795074758137
27,6,86.0,92.0,0.020228671943711522
28,8,81.0,89.0,0.01956904133685136
29,3,87.0,90.0,0.01978891820580475
30,4,85.0,89.0,0.01956904133685136
31,1,85.0,86.0,0.018909410729991204
32,3,89.0,92.0,0.020228671943711522
33,2,88.0,90.0,0.01978891820580475
34,4,84.0,88.0,0.019349164467897976
35,5,81.0,86.0,0.018909410729991204
36,3,83.0,86.0,0.018909410729991204
37,2,84.0,86.0,0.018909410729991204
38,7,85.0,92.0,0.020228671943711522
39,2,80.0,82.0,0.01802990325417766
40,0,86.0,86.0,0.018909410729991204
41,2,86.0,88.0,0.019349164467897976
42,2,85.0,87.0,0.01912928759894459
43,2,83.0,85.0,0.01868953386103782
44,1,82.0,83.0,0.018249780123131047
45,2,83.0,85.0,0.01868953386103782
46,1,86.0,87.0,0.01912928759894459
47,0,91.0,91.0,0.020008795074758137
48,0,83.0,83.0,0.018249780123131047
49,0,84.0,84.0,0.018469656992084433
