node,owned_edges,dist_sum,cost,p
0,49,49.0,98.0,0.021425448185395716
1,15,82.0,97.0,0.02120682116309576
2,9,88.0,97.0,0.02120682116309576
3,4,93.0,97.0,0.02120682116309576
4,13,84.0,97.0,0.02120682116309576
5,11,85.0,96.0,0.020988194140795804
6,16,80.0,96.0,0.020988194140795804
7,10,85.0,95.0,0.020769567118495848
8,12,85.0,97.0,0.02120682116309576
9,7,89.0,96.0,0.020988194140795804
10,9,85.0,94.0,0.020550940096195888
11,9,86.0,95.0,0.020769567118495848
12,8,85.0,93.0,0.020332313073895932
13,13,80.0,93.0,0.020332313073895932
14,7,87.0,94.0,0.020550940096195888
15,9,85.0,94.0,0.020550940096195888
16,9,82.0,91.0,0.01989505902929602
17,10,86.0,96.0,0.020988194140795804
18,6,90.0,96.0,0.020988194140795804
19,9,83.0,92.0,0.020113686051595976
20,9,81.0,90.0,0.019676432006996064
21,7,81.0,88.0,0.019239177962396152
22,10,83.0,93.0,0.020332313073895932
23,6,85.0,91.0,0.01989505902929602
24,3,92.0,95.0,0.020769567118495848
25,6,86.0,92.0,0.020113686051595976
26,3,88.0,91.0,0.01989505902929602
27,2,86.0,88.0,0.019239177962396152
28,4,87.0,91.0,0.01989505902929602
29,6,85.0,91.0,0.01989505902929602
30,2,88.0,90.0,0.019676432006996064
31,5,85.0,90.0,0.019676432006996064
32,4,88.0,92.0,0.020113686051595976
33,2,88.0,90.0,0.019676432006996064
34,3,84.0,87.0,0.019020550940096196
35,1,85.0,86.0,0.01880192391779624
36,3,90.0,93.0,0.020332313073895932
37,3,85.0,88.0,0.019239177962396152
38,1,85.0,86.0,0.01880192391779624
39,0,88.0,88.0,0.019239177962396152
40,2,84.0,86.0,0.01880192391779624
41,3,83.0,86.0,0.01880192391779624
42,1,86.0,87.0,0.019020550940096196
43,1,86.0,87.0,0.019020550940096196
44,2,86.0,88.0,0.019239177962396152
45,1,87.0,88.0,0.019239177962396152
46,1,90.0,91.0,0.01989505902929602
47,0,88.0,88.0,0.019239177962396152
48,0,82.0,82.0,0.017927415828596416
49,0,87.0,87.0,0.019020550940096196
