node,owned_edges,dist_sum,cost,p
0,49,49.0,98.0,0.021543196306880633
1,18,79.0,97.0,0.021323367773136953
2,13,84.0,97.0,0.021323367773136953
3,12,84.0,96.0,0.021103539239393274
4,9,88.0,97.0,0.021323367773136953
5,8,88.0,96.0,0.021103539239393274
6,10,86.0,96.0,0.021103539239393274
7,12,85.0,97.0,0.021323367773136953
8,6,89.0,95.0,0.020883710705649594
9,15,80.0,95.0,0.020883710705649594
10,15,79.0,94.0,0.020663882171905915
11,12,83.0,95.0,0.020883710705649594
12,15,78.0,93.0,0.020444053638162235
13,8,86.0,94.0,0.020663882171905915
14,10,83.0,93.0,0.020444053638162235
15,6,88.0,94.0,0.020663882171905915
16,7,83.0,90.0,0.019784568036931193
17,10,85.0,95.0,0.020883710705649594
18,5,90.0,95.0,0.020883710705649594
19,9,86.0,95.0,0.020883710705649594
20,8,82.0,90.0,0.019784568036931193
21,8,82.0,90.0,0.019784568036931193
22,4,91.0,95.0,0.020883710705649594
23,6,83.0,89.0,0.019564739503187514
24,3,86.0,89.0,0.019564739503187514
25,6,85.0,91.0,0.020004396570674873
26,3,91.0,94.0,0.020663882171905915
27,7,86.0,93.0,0.020444053638162235
28,4,84.0,88.0,0.019344910969443834
29,5,85.0,90.0,0.019784568036931193
30,5,85.0,90.0,0.019784568036931193
31,1,91.0,92.0,0.020224225104418552
32,4,82.0,86.0,0.018905253901956475
33,4,83.0,87.0,0.019125082435700155
34,5,83.0,88.0,0.019344910969443834
35,7,79.0,86.0,0.018905253901956475
36,2,88.0,90.0,0.019784568036931193
37,2,89.0,91.0,0.020004396570674873
38,5,83.0,88.0,0.019344910969443834
39,1,88.0,89.0,0.019564739503187514
40,2,81.0,83.0,0.018245768300725433
41,2,80.0,82.0,0.018025939766981754
42,2,78.0,80.0,0.017586282699494395
43,1,88.0,89.0,0.019564739503187514
44,2,88.0,90.0,0.019784568036931193
45,0,86.0,86.0,0.018905253901956475
46,0,83.0,83.0,0.018245768300725433
47,2,82.0,84.0,0.018465596834469113
48,1,87.0,88.0,0.019344910969443834
49,0,86.0,86.0,0.018905253901956475
