u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,4,1
1,16,1
1,18,1
1,19,1
1,23,1
1,27,1
1,29,1
1,32,1
1,33,1
1,48,1
2,3,2
2,4,2
2,9,2
2,13,2
2,30,2
2,31,2
2,32,2
2,38,2
2,39,2
2,40,2
2,42,2
2,45,2
2,49,2
3,14,3
3,15,3
3,18,3
3,20,3
3,25,3
3,27,3
3,28,3
3,32,3
3,41,3
3,43,3
3,45,3
3,48,3
3,49,3
4,5,4
4,6,4
4,7,4
4,10,4
4,19,4
4,21,4
4,23,4
4,25,4
4,28,4
4,38,4
4,43,4
4,49,4
5,6,5
5,17,5
5,18,5
5,23,5
5,24,5
5,34,5
5,39,5
5,40,5
5,43,5
5,46,5
5,48,5
6,7,6
6,10,6
6,11,6
6,13,6
6,18,6
6,25,6
6,26,6
6,27,6
6,32,6
6,33,6
6,34,6
6,35,6
6,43,6
6,49,6
7,11,7
7,20,7
7,24,7
7,31,7
7,32,7
7,36,7
7,41,7
7,44,7
7,47,7
8,9,8
8,18,8
8,28,8
8,35,8
8,37,8
8,38,8
8,43,8
8,48,8
8,49,8
9,10,9
9,12,9
9,21,9
9,22,9
9,26,9
9,28,9
9,31,9
9,47,9
10,17,10
10,19,10
10,21,10
10,22,10
10,23,10
10,24,10
10,27,10
10,28,10
10,29,10
10,31,10
10,32,10
10,33,10
10,34,10
10,36,10
10,41,10
10,43,10
10,45,10
10,48,10
10,49,10
11,21,11
11,22,11
11,31,11
11,34,11
11,35,11
11,38,11
11,41,11
11,44,11
11,47,11
12,13,12
12,32,12
12,33,12
12,35,12
12,36,12
12,38,12
12,40,12
12,43,12
12,46,12
12,48,12
13,14,13
13,15,13
13,20,13
13,25,13
13,29,13
13,31,13
13,37,13
13,39,13
13,40,13
13,42,13
13,49,13
14,15,14
14,21,14
14,26,14
14,37,14
14,39,14
14,41,14
14,43,14
14,44,14
14,45,14
15,17,15
15,20,15
15,25,15
15,27,15
15,28,15
15,33,15
15,37,15
15,40,15
15,41,15
15,48,15
16,17,16
16,18,16
16,19,16
16,30,16
16,31,16
16,34,16
16,38,16
16,41,16
16,48,16
17,18,17
17,23,17
17,27,17
17,44,17
18,22,18
18,23,18
18,34,18
18,36,18
19,27,19
19,31,19
19,33,19
19,36,19
19,37,19
19,39,19
19,42,19
19,43,19
19,47,19
19,49,19
20,23,20
20,24,20
20,27,20
20,28,20
20,31,20
20,32,20
20,36,20
20,37,20
20,39,20
20,42,20
21,22,21
21,28,21
21,34,21
21,38,21
21,44,21
21,47,21
22,27,22
22,29,22
22,40,22
22,44,22
22,48,22
23,26,23
23,47,23
24,27,24
24,29,24
24,32,24
24,33,24
24,36,24
24,38,24
25,27,25
25,31,25
25,32,25
25,33,25
26,29,26
26,31,26
26,33,26
26,36,26
26,41,26
26,43,26
26,45,26
27,35,27
27,42,27
27,43,27
27,47,27
27,49,27
28,34,28
28,35,28
28,37,28
28,39,28
28,41,28
28,46,28
29,30,29
29,31,29
29,36,29
29,39,29
29,44,29
29,45,29
29,46,29
29,49,29
30,31,30
30,46,30
31,41,31
31,44,31
31,48,31
32,34,32
32,35,32
32,38,32
32,40,32
33,37,33
33,38,33
33,40,33
33,49,33
34,35,34
34,39,34
34,41,34
35,36,35
35,38,35
35,39,35
36,38,36
36,40,36
36,45,36
36,47,36
37,38,37
37,39,37
37,44,37
37,48,37
38,44,38
38,47,38
39,42,39
39,43,39
39,46,39
40,45,40
40,47,40
41,43,41
41,44,41
41,47,41
42,43,42
42,46,42
44,48,44
45,47,45
46,49,46
47,49,47
