u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,5,1
1,6,1
1,8,1
1,10,1
1,11,1
1,15,1
1,16,1
1,17,1
1,20,1
1,22,1
1,23,1
1,31,1
1,33,1
1,34,1
1,35,1
1,42,1
1,43,1
1,48,1
1,49,1
2,3,2
2,5,2
2,6,2
2,13,2
2,14,2
2,17,2
2,20,2
2,25,2
2,27,2
2,30,2
2,31,2
2,45,2
3,4,3
3,5,3
3,11,3
3,18,3
3,21,3
3,30,3
3,31,3
3,35,3
3,37,3
3,38,3
3,43,3
3,45,3
3,46,3
3,47,3
3,48,3
4,7,4
4,12,4
4,13,4
4,17,4
4,18,4
4,25,4
4,27,4
4,29,4
4,30,4
4,38,4
4,39,4
4,41,4
4,48,4
5,8,5
5,10,5
5,16,5
5,18,5
5,19,5
5,24,5
6,7,6
6,12,6
6,14,6
6,15,6
6,17,6
6,22,6
6,24,6
6,26,6
6,31,6
6,33,6
6,39,6
6,45,6
7,12,7
7,23,7
7,26,7
7,31,7
7,32,7
7,35,7
7,36,7
7,44,7
7,45,7
8,11,8
8,12,8
8,13,8
8,15,8
8,27,8
8,32,8
8,34,8
8,49,8
9,14,9
9,16,9
9,19,9
9,21,9
9,22,9
9,25,9
9,26,9
9,34,9
9,36,9
9,41,9
9,43,9
9,46,9
10,13,10
10,15,10
10,17,10
10,21,10
10,23,10
10,28,10
10,32,10
10,34,10
10,42,10
10,45,10
11,13,11
11,21,11
11,22,11
11,28,11
11,29,11
11,35,11
11,38,11
11,39,11
11,46,11
12,13,12
12,20,12
12,23,12
12,26,12
12,28,12
12,34,12
12,37,12
12,42,12
12,43,12
12,46,12
13,19,13
13,27,13
13,30,13
13,31,13
13,35,13
13,37,13
13,39,13
13,40,13
13,44,13
14,39,14
14,41,14
14,44,14
14,47,14
15,20,15
15,24,15
15,26,15
15,27,15
15,30,15
15,31,15
15,32,15
15,35,15
15,39,15
15,40,15
15,44,15
15,45,15
16,22,16
16,29,16
16,32,16
16,34,16
16,41,16
16,42,16
16,44,16
16,47,16
17,18,17
17,27,17
17,28,17
17,33,17
17,35,17
17,43,17
17,44,17
18,20,18
18,21,18
18,28,18
18,29,18
18,31,18
18,32,18
18,33,18
18,36,18
18,38,18
18,39,18
18,43,18
18,46,18
19,22,19
19,25,19
19,30,19
19,37,19
19,38,19
19,49,19
20,23,20
20,26,20
20,29,20
20,31,20
20,38,20
20,42,20
20,44,20
20,48,20
21,29,21
21,32,21
21,38,21
21,42,21
21,44,21
21,45,21
22,23,22
22,25,22
22,27,22
22,30,22
22,36,22
22,41,22
22,45,22
23,25,23
23,35,23
23,42,23
23,47,23
23,49,23
24,25,24
24,28,24
24,31,24
24,33,24
24,36,24
24,42,24
24,43,24
24,44,24
24,45,24
24,46,24
24,47,24
24,49,24
25,27,25
25,30,25
25,38,25
25,41,25
25,42,25
25,46,25
25,49,25
26,27,26
26,29,26
26,32,26
27,31,27
27,38,27
27,40,27
27,48,27
28,30,28
28,33,28
28,38,28
28,45,28
29,30,29
29,33,29
29,38,29
29,41,29
30,32,30
30,34,30
30,35,30
30,39,30
31,32,31
31,39,31
31,41,31
31,45,31
31,46,31
31,47,31
31,49,31
32,34,32
32,35,32
32,40,32
32,45,32
32,46,32
33,34,33
33,37,33
33,38,33
33,44,33
34,35,34
34,37,34
34,38,34
34,40,34
34,41,34
35,40,35
35,46,35
35,48,35
36,37,36
36,38,36
36,41,36
36,45,36
36,46,36
37,43,37
37,45,37
37,47,37
38,40,38
38,42,38
38,44,38
38,46,38
38,48,38
39,41,39
39,45,39
39,49,39
40,45,40
40,49,40
42,45,42
43,45,43
43,46,43
43,48,43
45,46,45
45,49,45
