node,owned_edges,dist_sum,cost,p
0,49,49.0,98.0,0.021477098400175323
1,7,90.0,97.0,0.021257944334867412
2,10,87.0,97.0,0.021257944334867412
3,9,88.0,97.0,0.021257944334867412
4,9,88.0,97.0,0.021257944334867412
5,14,81.0,95.0,0.02081963620425159
6,11,84.0,95.0,0.02081963620425159
7,8,89.0,97.0,0.021257944334867412
8,16,80.0,96.0,0.0210387902695595
9,10,83.0,93.0,0.020381328073635765
10,7,89.0,96.0,0.0210387902695595
11,10,84.0,94.0,0.020600482138943676
12,11,84.0,95.0,0.02081963620425159
13,11,81.0,92.0,0.020162174008327854
14,6,86.0,92.0,0.020162174008327854
15,6,88.0,94.0,0.020600482138943676
16,11,81.0,92.0,0.020162174008327854
17,7,85.0,92.0,0.020162174008327854
18,4,90.0,94.0,0.020600482138943676
19,5,89.0,94.0,0.020600482138943676
20,10,80.0,90.0,0.01972386587771203
21,5,87.0,92.0,0.020162174008327854
22,5,88.0,93.0,0.020381328073635765
23,7,86.0,93.0,0.020381328073635765
24,8,82.0,90.0,0.01972386587771203
25,4,89.0,93.0,0.020381328073635765
26,4,87.0,91.0,0.019943019943019943
27,4,89.0,93.0,0.020381328073635765
28,4,88.0,92.0,0.020162174008327854
29,7,82.0,89.0,0.01950471181240412
30,7,84.0,91.0,0.019943019943019943
31,3,84.0,87.0,0.0190664036817883
32,0,91.0,91.0,0.019943019943019943
33,4,84.0,88.0,0.01928555774709621
34,4,86.0,90.0,0.01972386587771203
35,6,84.0,90.0,0.01972386587771203
36,5,82.0,87.0,0.0190664036817883
37,1,85.0,86.0,0.018847249616480384
38,4,85.0,89.0,0.01950471181240412
39,3,89.0,92.0,0.020162174008327854
40,3,85.0,88.0,0.01928555774709621
41,7,83.0,90.0,0.01972386587771203
42,3,82.0,85.0,0.018628095551172473
43,1,83.0,84.0,0.018408941485864562
44,2,87.0,89.0,0.01950471181240412
45,3,83.0,86.0,0.018847249616480384
46,0,86.0,86.0,0.018847249616480384
47,1,80.0,81.0,0.01775147928994083
48,1,83.0,84.0,0.018408941485864562
49,0,86.0,86.0,0.018847249616480384
