u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,6,1
1,10,1
1,17,1
1,18,1
1,22,1
1,28,1
1,30,1
1,31,1
1,34,1
1,42,1
1,43,1
1,45,1
2,11,2
2,13,2
2,19,2
2,31,2
2,34,2
2,35,2
2,42,2
2,44,2
3,15,3
3,17,3
3,18,3
3,21,3
3,23,3
3,31,3
3,41,3
3,45,3
3,48,3
3,49,3
4,5,4
4,8,4
4,11,4
4,14,4
4,15,4
4,21,4
4,23,4
4,24,4
4,27,4
4,28,4
4,29,4
4,30,4
4,31,4
4,32,4
4,42,4
4,43,4
4,49,4
5,7,5
5,10,5
5,11,5
5,13,5
5,31,5
5,36,5
5,39,5
5,42,5
5,44,5
5,48,5
6,12,6
6,13,6
6,15,6
6,17,6
6,18,6
6,19,6
6,36,6
6,37,6
6,47,6
6,49,6
7,12,7
7,18,7
7,30,7
7,33,7
7,36,7
7,37,7
7,43,7
7,44,7
7,45,7
7,47,7
8,10,8
8,12,8
8,37,8
8,40,8
8,44,8
8,47,8
8,48,8
9,12,9
9,14,9
9,19,9
9,23,9
9,25,9
9,28,9
9,31,9
9,34,9
9,36,9
9,38,9
9,42,9
9,43,9
9,46,9
10,13,10
10,20,10
10,21,10
10,22,10
10,27,10
10,28,10
10,29,10
10,30,10
10,31,10
10,47,10
10,48,10
11,13,11
11,14,11
11,17,11
11,18,11
11,19,11
11,20,11
11,28,11
11,29,11
11,32,11
11,36,11
11,39,11
11,40,11
11,42,11
11,44,11
11,45,11
12,17,12
12,18,12
12,19,12
12,26,12
12,27,12
12,35,12
12,39,12
12,44,12
12,45,12
13,16,13
13,18,13
13,19,13
13,42,13
13,43,13
13,44,13
13,47,13
14,19,14
14,21,14
14,25,14
14,27,14
14,29,14
14,38,14
14,39,14
14,40,14
14,47,14
15,20,15
15,28,15
15,30,15
15,31,15
15,32,15
15,36,15
15,39,15
15,41,15
15,42,15
15,45,15
15,46,15
15,48,15
16,18,16
16,20,16
16,21,16
16,26,16
16,31,16
16,43,16
16,44,16
16,47,16
17,24,17
17,28,17
17,29,17
17,31,17
17,33,17
17,41,17
18,19,18
18,20,18
18,28,18
18,41,18
18,44,18
18,46,18
19,20,19
19,22,19
19,31,19
19,38,19
19,44,19
19,49,19
20,21,20
20,29,20
20,33,20
20,35,20
20,36,20
20,37,20
20,45,20
20,49,20
21,26,21
21,29,21
21,33,21
21,38,21
21,42,21
21,43,21
21,46,21
21,47,21
21,48,21
22,26,22
22,28,22
22,29,22
22,31,22
22,37,22
22,38,22
22,39,22
22,40,22
22,44,22
22,49,22
23,30,23
23,32,23
23,35,23
23,47,23
23,48,23
24,27,24
24,28,24
24,29,24
24,34,24
24,37,24
24,38,24
24,39,24
24,41,24
24,45,24
24,48,24
25,27,25
25,28,25
25,29,25
25,31,25
25,33,25
25,34,25
25,42,25
26,27,26
26,28,26
26,29,26
26,44,26
26,46,26
26,47,26
27,31,27
27,40,27
27,44,27
27,46,27
27,47,27
28,30,28
28,31,28
28,36,28
28,37,28
28,41,28
29,31,29
29,39,29
29,42,29
29,43,29
29,48,29
30,31,30
30,36,30
30,40,30
30,41,30
30,46,30
31,32,31
31,35,31
31,39,31
31,40,31
31,44,31
31,45,31
32,35,32
32,37,32
32,41,32
32,44,32
32,46,32
33,36,33
33,41,33
33,44,33
33,45,33
33,49,33
34,36,34
34,38,34
34,41,34
34,42,34
34,43,34
34,46,34
35,38,35
35,44,35
35,46,35
36,37,36
36,45,36
37,43,37
37,48,37
38,39,38
38,41,38
38,44,38
38,45,38
38,46,38
38,47,38
39,40,39
39,48,39
40,45,40
40,48,40
41,46,41
42,46,42
42,49,42
43,46,43
45,47,45
45,48,45
45,49,45
46,49,46
47,48,47
