u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
1,7,1
1,10,1
1,13,1
1,21,1
1,23,1
1,24,1
1,25,1
1,30,1
1,31,1
1,40,1
1,41,1
1,42,1
1,47,1
1,48,1
2,10,2
2,16,2
2,22,2
2,27,2
2,29,2
2,33,2
2,36,2
2,38,2
2,48,2
3,4,3
3,7,3
3,11,3
3,12,3
3,18,3
3,26,3
3,27,3
3,30,3
3,31,3
3,33,3
3,35,3
3,37,3
3,43,3
3,44,3
3,45,3
3,46,3
4,11,4
4,12,4
4,20,4
4,24,4
4,28,4
4,31,4
4,32,4
4,33,4
4,34,4
4,44,4
5,9,5
5,10,5
5,19,5
5,20,5
5,24,5
5,25,5
5,31,5
5,34,5
5,38,5
5,41,5
5,46,5
6,15,6
6,26,6
6,27,6
6,34,6
6,41,6
6,42,6
6,46,6
6,49,6
7,9,7
7,13,7
7,20,7
7,25,7
7,33,7
7,37,7
7,39,7
7,44,7
7,45,7
7,47,7
7,49,7
8,11,8
8,14,8
8,18,8
8,21,8
8,29,8
8,30,8
8,31,8
8,34,8
8,37,8
8,43,8
8,46,8
9,11,9
9,12,9
9,14,9
9,30,9
9,35,9
9,37,9
9,41,9
9,45,9
10,12,10
10,13,10
10,16,10
10,17,10
10,18,10
10,19,10
10,20,10
10,24,10
10,28,10
10,31,10
10,32,10
10,36,10
10,41,10
10,42,10
10,44,10
10,45,10
10,47,10
11,15,11
11,21,11
11,22,11
11,37,11
11,40,11
11,46,11
12,13,12
12,24,12
12,27,12
12,30,12
12,31,12
12,32,12
12,34,12
12,37,12
12,39,12
12,44,12
12,46,12
12,47,12
13,16,13
13,24,13
13,27,13
13,35,13
13,36,13
13,37,13
13,39,13
13,40,13
13,41,13
13,47,13
14,15,14
14,21,14
14,23,14
14,25,14
14,31,14
14,32,14
14,34,14
14,36,14
14,40,14
14,41,14
14,43,14
14,44,14
15,17,15
15,21,15
15,28,15
15,34,15
15,46,15
15,48,15
16,21,16
16,25,16
16,29,16
16,35,16
16,38,16
16,39,16
16,42,16
16,45,16
16,47,16
17,20,17
17,23,17
17,24,17
17,33,17
17,34,17
17,36,17
17,38,17
17,41,17
18,20,18
18,28,18
18,29,18
18,35,18
18,44,18
18,49,18
19,29,19
19,32,19
19,33,19
19,35,19
19,37,19
19,39,19
19,40,19
19,44,19
19,46,19
20,21,20
20,22,20
20,24,20
20,25,20
20,33,20
20,38,20
20,40,20
20,42,20
21,23,21
21,27,21
21,34,21
21,36,21
21,37,21
21,38,21
21,44,21
21,45,21
21,48,21
22,24,22
22,25,22
22,31,22
22,35,22
22,46,22
22,47,22
22,49,22
23,25,23
23,29,23
23,30,23
23,31,23
23,35,23
23,37,23
23,41,23
23,47,23
24,26,24
24,29,24
24,36,24
24,38,24
24,39,24
24,43,24
24,44,24
25,28,25
25,33,25
25,37,25
25,39,25
25,41,25
25,43,25
25,45,25
25,49,25
26,31,26
26,45,26
26,47,26
27,36,27
27,41,27
27,43,27
28,31,28
28,42,28
28,46,28
28,47,28
28,48,28
29,31,29
29,32,29
29,43,29
29,44,29
29,46,29
30,32,30
30,33,30
30,41,30
31,32,31
31,36,31
31,41,31
31,44,31
32,37,32
32,44,32
32,46,32
32,47,32
33,34,33
33,36,33
33,38,33
33,42,33
33,43,33
34,42,34
34,46,34
34,47,34
35,39,35
35,45,35
36,40,36
36,42,36
36,46,36
37,43,37
38,39,38
38,42,38
38,45,38
38,49,38
39,41,39
40,44,40
40,46,40
40,49,40
41,43,41
41,44,41
42,47,42
42,49,42
43,47,43
44,45,44
45,46,45
45,47,45
45,48,45
48,49,48
