node,owned_edges,dist_sum,cost,p
0,99,99.0,198.0,0.010707332900713823
1,20,177.0,197.0,0.010653255461821328
2,24,173.0,197.0,0.010653255461821328
3,22,174.0,196.0,0.010599178022928835
4,27,170.0,197.0,0.010653255461821328
5,19,177.0,196.0,0.010599178022928835
6,29,167.0,196.0,0.010599178022928835
7,18,177.0,195.0,0.01054510058403634
8,27,166.0,193.0,0.010436945706251352
9,27,168.0,195.0,0.01054510058403634
10,23,172.0,195.0,0.01054510058403634
11,20,174.0,194.0,0.010491023145143845
12,20,173.0,193.0,0.010436945706251352
13,19,175.0,194.0,0.010491023145143845
14,15,178.0,193.0,0.010436945706251352
15,19,175.0,194.0,0.010491023145143845
16,21,172.0,193.0,0.010436945706251352
17,19,176.0,195.0,0.01054510058403634
18,22,174.0,196.0,0.010599178022928835
19,13,181.0,194.0,0.010491023145143845
20,19,169.0,188.0,0.010166558511788881
21,15,176.0,191.0,0.010328790828466364
22,21,171.0,192.0,0.010382868267358857
23,22,168.0,190.0,0.01027471338957387
24,19,176.0,195.0,0.01054510058403634
25,15,172.0,187.0,0.010112481072896388
26,19,171.0,190.0,0.01027471338957387
27,22,169.0,191.0,0.010328790828466364
28,20,169.0,189.0,0.010220635950681376
29,16,172.0,188.0,0.010166558511788881
30,27,164.0,191.0,0.010328790828466364
31,16,172.0,188.0,0.010166558511788881
32,18,166.0,184.0,0.009950248756218905
33,14,175.0,189.0,0.010220635950681376
34,15,175.0,190.0,0.01027471338957387
35,16,175.0,191.0,0.010328790828466364
36,15,175.0,190.0,0.01027471338957387
37,14,173.0,187.0,0.010112481072896388
38,16,175.0,191.0,0.010328790828466364
39,18,169.0,187.0,0.010112481072896388
40,14,172.0,186.0,0.010058403634003893
41,17,171.0,188.0,0.010166558511788881
42,11,179.0,190.0,0.01027471338957387
43,19,165.0,184.0,0.009950248756218905
44,11,174.0,185.0,0.0100043261951114
45,11,173.0,184.0,0.009950248756218905
46,12,170.0,182.0,0.009842093878433917
47,9,176.0,185.0,0.0100043261951114
48,9,176.0,185.0,0.0100043261951114
49,12,170.0,182.0,0.009842093878433917
50,16,169.0,185.0,0.0100043261951114
51,12,174.0,186.0,0.010058403634003893
52,7,184.0,191.0,0.010328790828466364
53,11,175.0,186.0,0.010058403634003893
54,17,169.0,186.0,0.010058403634003893
55,12,176.0,188.0,0.010166558511788881
56,12,171.0,183.0,0.009896171317326412
57,14,169.0,183.0,0.009896171317326412
58,9,170.0,179.0,0.009679861561756434
59,9,172.0,181.0,0.009788016439541424
60,12,174.0,186.0,0.010058403634003893
61,11,170.0,181.0,0.009788016439541424
62,10,170.0,180.0,0.00973393900064893
63,11,165.0,176.0,0.009517629245078953
64,8,170.0,178.0,0.009625784122863941
65,10,176.0,186.0,0.010058403634003893
66,7,172.0,179.0,0.009679861561756434
67,6,171.0,177.0,0.009571706683971446
68,11,172.0,183.0,0.009896171317326412
69,8,169.0,177.0,0.009571706683971446
70,9,174.0,183.0,0.009896171317326412
71,3,180.0,183.0,0.009896171317326412
72,7,171.0,178.0,0.009625784122863941
73,4,178.0,182.0,0.009842093878433917
74,6,170.0,176.0,0.009517629245078953
75,8,174.0,182.0,0.009842093878433917
76,4,176.0,180.0,0.00973393900064893
77,7,173.0,180.0,0.00973393900064893
78,6,171.0,177.0,0.009571706683971446
79,7,166.0,173.0,0.00935539692840147
80,3,173.0,176.0,0.009517629245078953
81,7,171.0,178.0,0.009625784122863941
82,5,172.0,177.0,0.009571706683971446
83,6,169.0,175.0,0.009463551806186458
84,1,177.0,178.0,0.009625784122863941
85,3,168.0,171.0,0.009247242050616482
86,2,175.0,177.0,0.009571706683971446
87,2,177.0,179.0,0.009679861561756434
88,2,172.0,174.0,0.009409474367293965
89,5,166.0,171.0,0.009247242050616482
90,2,170.0,172.0,0.009301319489508977
91,3,169.0,172.0,0.009301319489508977
92,2,175.0,177.0,0.009571706683971446
93,2,168.0,170.0,0.00919316461172399
94,1,179.0,180.0,0.00973393900064893
95,0,175.0,175.0,0.009463551806186458
96,1,182.0,183.0,0.009896171317326412
97,1,177.0,178.0,0.009625784122863941
98,1,173.0,174.0,0.009409474367293965
99,0,169.0,169.0,0.009139087172831495
