u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,4,1
1,7,1
1,8,1
1,9,1
1,14,1
1,18,1
1,20,1
1,27,1
1,30,1
1,31,1
1,32,1
1,34,1
1,35,1
1,38,1
1,49,1
1,53,1
1,56,1
1,63,1
1,66,1
1,74,1
1,76,1
1,82,1
1,87,1
1,88,1
1,92,1
1,94,1
2,4,2
2,11,2
2,15,2
2,16,2
2,17,2
2,19,2
2,21,2
2,24,2
2,28,2
2,32,2
2,41,2
2,44,2
2,51,2
2,55,2
2,56,2
2,57,2
2,58,2
2,64,2
2,68,2
2,70,2
2,74,2
2,87,2
2,94,2
2,95,2
3,11,3
3,26,3
3,28,3
3,31,3
3,37,3
3,49,3
3,51,3
3,53,3
3,63,3
3,67,3
3,71,3
3,72,3
3,75,3
3,77,3
3,79,3
3,83,3
3,84,3
3,88,3
3,91,3
3,94,3
3,95,3
3,97,3
3,99,3
4,7,4
4,17,4
4,27,4
4,34,4
4,35,4
4,39,4
4,40,4
4,44,4
4,45,4
4,47,4
4,53,4
4,60,4
4,66,4
4,67,4
4,73,4
4,76,4
4,83,4
4,87,4
4,88,4
4,95,4
4,97,4
5,22,5
5,25,5
5,29,5
5,30,5
5,34,5
5,46,5
5,48,5
5,51,5
5,54,5
5,59,5
5,68,5
5,69,5
5,76,5
5,82,5
5,83,5
5,94,5
5,97,5
5,98,5
6,14,6
6,19,6
6,22,6
6,23,6
6,26,6
6,30,6
6,33,6
6,37,6
6,38,6
6,51,6
6,53,6
6,60,6
6,61,6
6,64,6
6,69,6
6,75,6
6,76,6
6,80,6
6,81,6
6,86,6
6,87,6
6,92,6
6,93,6
6,99,6
7,12,7
7,15,7
7,18,7
7,19,7
7,23,7
7,24,7
7,25,7
7,27,7
7,30,7
7,36,7
7,37,7
7,40,7
7,45,7
7,50,7
7,58,7
7,60,7
7,71,7
7,75,7
7,84,7
7,89,7
7,91,7
7,92,7
7,93,7
7,94,7
7,98,7
8,10,8
8,12,8
8,14,8
8,18,8
8,19,8
8,25,8
8,27,8
8,31,8
8,35,8
8,42,8
8,43,8
8,44,8
8,45,8
8,51,8
8,52,8
8,58,8
8,66,8
8,68,8
8,69,8
8,74,8
8,75,8
8,76,8
8,78,8
8,80,8
8,85,8
8,88,8
8,90,8
8,91,8
8,92,8
8,96,8
8,98,8
8,99,8
9,12,9
9,14,9
9,18,9
9,24,9
9,25,9
