node,owned_edges,dist_sum,cost,p
0,99,99.0,198.0,0.010707332900713823
1,21,176.0,197.0,0.010653255461821328
2,30,167.0,197.0,0.010653255461821328
3,23,172.0,195.0,0.01054510058403634
4,34,162.0,196.0,0.010599178022928835
5,21,176.0,197.0,0.010653255461821328
6,20,176.0,196.0,0.010599178022928835
7,21,175.0,196.0,0.010599178022928835
8,16,176.0,192.0,0.010382868267358857
9,16,180.0,196.0,0.010599178022928835
10,22,173.0,195.0,0.01054510058403634
11,22,174.0,196.0,0.010599178022928835
12,23,171.0,194.0,0.010491023145143845
13,14,180.0,194.0,0.010491023145143845
14,28,168.0,196.0,0.010599178022928835
15,17,176.0,193.0,0.010436945706251352
16,18,176.0,194.0,0.010491023145143845
17,24,172.0,196.0,0.010599178022928835
18,15,175.0,190.0,0.01027471338957387
19,20,168.0,188.0,0.010166558511788881
20,23,173.0,196.0,0.010599178022928835
21,20,170.0,190.0,0.01027471338957387
22,25,166.0,191.0,0.010328790828466364
23,15,177.0,192.0,0.010382868267358857
24,20,170.0,190.0,0.01027471338957387
25,20,172.0,192.0,0.010382868267358857
26,17,170.0,187.0,0.010112481072896388
27,24,169.0,193.0,0.010436945706251352
28,18,173.0,191.0,0.010328790828466364
29,20,171.0,191.0,0.010328790828466364
30,22,166.0,188.0,0.010166558511788881
31,21,163.0,184.0,0.009950248756218905
32,16,173.0,189.0,0.010220635950681376
33,12,181.0,193.0,0.010436945706251352
34,7,182.0,189.0,0.010220635950681376
35,14,175.0,189.0,0.010220635950681376
36,18,172.0,190.0,0.01027471338957387
37,17,166.0,183.0,0.009896171317326412
38,14,175.0,189.0,0.010220635950681376
39,17,171.0,188.0,0.010166558511788881
40,15,170.0,185.0,0.0100043261951114
41,12,173.0,185.0,0.0100043261951114
42,20,164.0,184.0,0.009950248756218905
43,13,178.0,191.0,0.010328790828466364
44,15,175.0,190.0,0.01027471338957387
45,13,176.0,189.0,0.010220635950681376
46,18,168.0,186.0,0.010058403634003893
47,12,172.0,184.0,0.009950248756218905
48,12,177.0,189.0,0.010220635950681376
49,12,166.0,178.0,0.009625784122863941
50,10,178.0,188.0,0.010166558511788881
51,13,175.0,188.0,0.010166558511788881
52,15,167.0,182.0,0.009842093878433917
53,9,174.0,183.0,0.009896171317326412
54,11,172.0,183.0,0.009896171317326412
55,10,176.0,186.0,0.010058403634003893
56,16,166.0,182.0,0.009842093878433917
57,12,167.0,179.0,0.009679861561756434
58,12,168.0,180.0,0.00973393900064893
59,9,172.0,181.0,0.009788016439541424
60,10,173.0,183.0,0.009896171317326412
61,8,170.0,178.0,0.009625784122863941
62,8,173.0,181.0,0.009788016439541424
63,5,176.0,181.0,0.009788016439541424
64,10,174.0,184.0,0.009950248756218905
65,7,174.0,181.0,0.009788016439541424
66,11,163.0,174.0,0.009409474367293965
67,9,174.0,183.0,0.009896171317326412
68,7,181.0,188.0,0.010166558511788881
69,11,165.0,176.0,0.009517629245078953
70,7,177.0,184.0,0.009950248756218905
71,7,175.0,182.0,0.009842093878433917
72,5,174.0,179.0,0.009679861561756434
73,8,169.0,177.0,0.009571706683971446
74,1,177.0,178.0,0.009625784122863941
75,4,181.0,185.0,0.0100043261951114
76,4,174.0,178.0,0.009625784122863941
77,3,175.0,178.0,0.009625784122863941
78,4,172.0,176.0,0.009517629245078953
79,4,175.0,179.0,0.009679861561756434
80,6,166.0,172.0,0.009301319489508977
81,4,181.0,185.0,0.0100043261951114
82,3,172.0,175.0,0.009463551806186458
83,4,174.0,178.0,0.009625784122863941
84,6,170.0,176.0,0.009517629245078953
85,2,169.0,171.0,0.009247242050616482
86,6,173.0,179.0,0.009679861561756434
87,5,173.0,178.0,0.009625784122863941
88,2,171.0,173.0,0.00935539692840147
89,3,176.0,179.0,0.009679861561756434
90,3,170.0,173.0,0.00935539692840147
91,3,176.0,179.0,0.009679861561756434
92,1,170.0,171.0,0.009247242050616482
93,2,171.0,173.0,0.00935539692840147
94,2,170.0,172.0,0.009301319489508977
95,0,176.0,176.0,0.009517629245078953
96,0,176.0,176.0,0.009517629245078953
97,0,174.0,174.0,0.009409474367293965
98,0,174.0,174.0,0.009409474367293965
99,0,169.0,169.0,0.009139087172831495
