u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,12,1
1,14,1
1,17,1
1,18,1
1,25,1
1,33,1
1,34,1
1,37,1
1,42,1
1,54,1
1,60,1
1,61,1
1,69,1
1,72,1
1,74,1
1,76,1
1,77,1
1,86,1
1,89,1
1,92,1
1,93,1
1,94,1
2,3,2
2,6,2
2,14,2
2,18,2
2,24,2
2,25,2
2,28,2
2,35,2
2,37,2
2,43,2
2,46,2
2,55,2
2,60,2
2,63,2
2,65,2
2,75,2
2,88,2
2,90,2
2,92,2
2,98,2
2,99,2
3,4,3
3,5,3
3,11,3
3,12,3
3,17,3
3,20,3
3,22,3
3,35,3
3,38,3
3,39,3
3,48,3
3,58,3
3,67,3
3,69,3
3,71,3
3,75,3
3,78,3
3,79,3
3,82,3
3,83,3
3,85,3
3,88,3
3,89,3
3,92,3
3,97,3
3,98,3
4,9,4
4,19,4
4,24,4
4,25,4
4,28,4
4,29,4
4,30,4
4,32,4
4,34,4
4,37,4
4,39,4
4,44,4
4,45,4
4,49,4
4,51,4
4,61,4
4,62,4
4,63,4
4,72,4
4,73,4
4,80,4
4,86,4
4,87,4
4,89,4
4,92,4
4,94,4
4,96,4
5,10,5
5,11,5
5,12,5
5,13,5
5,15,5
5,16,5
5,19,5
5,30,5
5,39,5
5,45,5
5,51,5
5,54,5
5,58,5
5,66,5
5,70,5
5,79,5
5,81,5
5,83,5
5,86,5
5,90,5
5,91,5
5,93,5
6,7,6
6,8,6
6,11,6
6,18,6
6,34,6
6,36,6
6,41,6
6,43,6
6,44,6
6,45,6
6,52,6
6,56,6
6,57,6
6,58,6
6,59,6
6,69,6
6,72,6
6,73,6
6,76,6
6,84,6
6,92,6
6,94,6
6,95,6
7,22,7
7,26,7
7,30,7
7,34,7
7,42,7
7,48,7
7,54,7
7,55,7
7,58,7
7,64,7
7,66,7
7,68,7
7,70,7
7,71,7
7,75,7
7,76,7
7,81,7
7,82,7
7,86,7
7,88,7
7,90,7
7,93,7
8,11,8
8,13,8
8,20,8
8,24,8
8,34,8
8,36,8
8,39,8
8,42,8
8,54,8
8,56,8
8,58,8
8,65,8
8,67,8
8,69,8
8,75,8
8,82,8
8,86,8
8,89,8
8,92,8
8,95,8
9,13,9
9,16,9
9,20,9
9,21,9
9,22,9
9,30,9
9,49,9
9,52,9
9,62,9
9,72,9
9,90,9
9,95,9
9,99,9
10,12,10
10,13,10
