u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,2,1
1,9,1
1,11,1
1,13,1
1,16,1
1,21,1
1,23,1
1,28,1
1,41,1
1,47,1
1,51,1
1,53,1
1,54,1
1,55,1
1,57,1
1,59,1
1,60,1
1,63,1
1,64,1
1,65,1
1,67,1
1,73,1
1,74,1
1,77,1
1,81,1
1,89,1
1,90,1
1,92,1
1,94,1
2,4,2
2,10,2
2,11,2
2,12,2
2,13,2
2,14,2
2,15,2
2,19,2
2,25,2
2,27,2
2,28,2
2,37,2
2,38,2
2,40,2
2,41,2
2,46,2
2,52,2
2,62,2
2,63,2
2,83,2
2,87,2
2,90,2
2,91,2
2,93,2
3,4,3
3,16,3
3,17,3
3,24,3
3,26,3
3,29,3
3,36,3
3,37,3
3,43,3
3,51,3
3,52,3
3,53,3
3,55,3
3,61,3
3,66,3
3,70,3
3,73,3
3,79,3
3,80,3
3,83,3
3,84,3
3,90,3
3,98,3
4,8,4
4,9,4
4,12,4
4,13,4
4,17,4
4,18,4
4,24,4
4,26,4
4,29,4
4,34,4
4,37,4
4,38,4
4,47,4
4,53,4
4,57,4
4,70,4
4,79,4
4,87,4
4,89,4
4,90,4
4,92,4
4,93,4
4,96,4
5,6,5
5,12,5
5,17,5
5,19,5
5,20,5
5,22,5
5,24,5
5,27,5
5,34,5
5,39,5
5,46,5
5,48,5
5,49,5
5,51,5
5,54,5
5,56,5
5,57,5
5,62,5
5,69,5
5,71,5
5,74,5
5,76,5
5,78,5
5,81,5
5,82,5
5,86,5
5,93,5
5,94,5
6,9,6
6,14,6
6,16,6
6,19,6
6,24,6
6,26,6
6,28,6
6,30,6
6,32,6
6,33,6
6,36,6
6,44,6
6,47,6
6,55,6
6,58,6
6,61,6
6,68,6
6,72,6
6,74,6
6,82,6
6,84,6
6,85,6
6,86,6
6,91,6
6,92,6
6,93,6
6,98,6
7,15,7
7,18,7
7,19,7
7,21,7
7,24,7
7,30,7
7,31,7
7,38,7
7,58,7
7,64,7
7,68,7
7,71,7
7,76,7
7,77,7
7,82,7
7,85,7
7,87,7
7,94,7
8,12,8
8,13,8
8,19,8
8,22,8
8,26,8
8,27,8
8,30,8
8,32,8
8,36,8
8,39,8
8,42,8
8,45,8
8,46,8
8,49,8
8,54,8
8,55,8
8,58,8
8,60,8
8,61,8
8,65,8
8,70,8
8,72,8
8,74,8
8,76,8
8,78,8
8,85,8
