u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,9,1
1,10,1
1,11,1
1,16,1
1,18,1
1,22,1
1,24,1
1,29,1
1,41,1
1,45,1
1,46,1
1,48,1
1,50,1
1,57,1
1,58,1
1,65,1
1,69,1
1,71,1
1,73,1
1,75,1
1,80,1
1,83,1
1,86,1
1,88,1
1,91,1
1,94,1
1,98,1
2,9,2
2,12,2
2,13,2
2,19,2
2,23,2
2,52,2
2,54,2
2,57,2
2,59,2
2,62,2
2,69,2
2,71,2
2,72,2
2,93,2
2,96,2
2,97,2
3,10,3
3,12,3
3,17,3
3,18,3
3,19,3
3,20,3
3,21,3
3,27,3
3,40,3
3,43,3
3,49,3
3,50,3
3,54,3
3,58,3
3,62,3
3,63,3
3,74,3
3,76,3
3,85,3
3,86,3
3,90,3
3,95,3
4,13,4
4,14,4
4,20,4
4,27,4
4,29,4
4,37,4
4,38,4
4,39,4
4,40,4
4,45,4
4,55,4
4,56,4
4,57,4
4,66,4
4,68,4
4,71,4
4,73,4
4,76,4
4,79,4
4,90,4
4,92,4
4,93,4
4,99,4
5,8,5
5,21,5
5,26,5
5,28,5
5,29,5
5,30,5
5,32,5
5,35,5
5,40,5
5,45,5
5,54,5
5,56,5
5,59,5
5,63,5
5,66,5
5,74,5
5,75,5
5,79,5
5,82,5
5,90,5
6,14,6
6,27,6
6,31,6
6,38,6
6,46,6
6,50,6
6,51,6
6,52,6
6,54,6
6,61,6
6,62,6
6,65,6
6,69,6
6,70,6
6,72,6
6,73,6
6,75,6
6,84,6
6,87,6
6,91,6
6,94,6
6,95,6
6,99,6
7,10,7
7,11,7
7,12,7
7,14,7
7,15,7
7,17,7
7,27,7
7,28,7
7,31,7
7,33,7
7,34,7
7,37,7
7,38,7
7,40,7
7,44,7
7,50,7
7,54,7
7,59,7
7,60,7
7,69,7
7,70,7
7,74,7
7,75,7
7,89,7
7,91,7
7,94,7
7,99,7
8,15,8
8,18,8
8,22,8
8,25,8
8,26,8
8,39,8
8,41,8
8,42,8
8,48,8
8,49,8
8,54,8
8,63,8
8,75,8
8,76,8
8,83,8
8,85,8
8,90,8
8,98,8
9,11,9
9,12,9
9,14,9
9,15,9
9,22,9
9,24,9
9,25,9
9,34,9
9,38,9
9,54,9
9,56,9
9,60,9
9,61,9
9,65,9
9,66,9
9,73,9
9,77,9
9,80,9
9,96,9
9,99,9
10,11,10
10,13,10
