u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,4,1
1,5,1
1,6,1
1,17,1
1,29,1
1,32,1
1,34,1
1,35,1
1,49,1
1,54,1
1,55,1
1,56,1
1,59,1
1,60,1
1,63,1
1,69,1
1,70,1
1,80,1
1,82,1
1,98,1
2,7,2
2,10,2
2,16,2
2,18,2
2,20,2
2,21,2
2,30,2
2,36,2
2,38,2
2,43,2
2,44,2
2,48,2
2,49,2
2,50,2
2,51,2
2,59,2
2,65,2
2,66,2
2,67,2
2,68,2
2,73,2
2,78,2
2,79,2
2,83,2
2,86,2
2,88,2
2,90,2
2,99,2
3,4,3
3,5,3
3,8,3
3,9,3
3,11,3
3,14,3
3,19,3
3,21,3
3,29,3
3,38,3
3,44,3
3,49,3
3,51,3
3,52,3
3,61,3
3,74,3
3,78,3
3,88,3
3,89,3
3,92,3
3,93,3
3,94,3
3,97,3
4,6,4
4,9,4
4,11,4
4,12,4
4,14,4
4,15,4
4,19,4
4,21,4
4,22,4
4,23,4
4,26,4
4,29,4
4,37,4
4,45,4
4,46,4
4,48,4
4,51,4
4,55,4
4,56,4
4,59,4
4,60,4
4,61,4
4,63,4
4,71,4
4,81,4
4,84,4
4,90,4
4,93,4
4,95,4
4,96,4
5,11,5
5,31,5
5,32,5
5,33,5
5,35,5
5,38,5
5,41,5
5,42,5
5,47,5
5,50,5
5,65,5
5,66,5
5,69,5
5,71,5
5,76,5
5,82,5
5,85,5
5,89,5
5,96,5
6,7,6
6,10,6
6,13,6
6,17,6
6,24,6
6,25,6
6,33,6
6,34,6
6,35,6
6,38,6
6,63,6
6,64,6
6,66,6
6,70,6
6,77,6
6,79,6
6,83,6
6,90,6
6,93,6
6,94,6
6,96,6
7,14,7
7,15,7
7,16,7
7,22,7
7,24,7
7,26,7
7,29,7
7,41,7
7,42,7
7,43,7
7,44,7
7,48,7
7,49,7
7,51,7
7,52,7
7,61,7
7,62,7
7,65,7
7,67,7
7,70,7
7,72,7
7,74,7
7,80,7
7,82,7
7,88,7
7,93,7
7,94,7
7,95,7
7,98,7
7,99,7
8,10,8
8,11,8
8,15,8
8,18,8
8,19,8
8,22,8
8,24,8
8,29,8
8,31,8
8,33,8
8,44,8
8,52,8
8,54,8
8,56,8
8,63,8
8,65,8
8,68,8
8,72,8
8,76,8
8,78,8
8,79,8
8,81,8
8,83,8
8,93,8
8,96,8
8,97,8
8,98,8
