u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,2,1
1,3,1
1,16,1
1,17,1
1,20,1
1,25,1
1,27,1
1,28,1
1,30,1
1,32,1
1,33,1
1,34,1
1,36,1
1,38,1
1,39,1
1,48,1
1,50,1
1,51,1
1,54,1
1,56,1
1,57,1
1,58,1
1,63,1
1,64,1
1,65,1
1,66,1
1,71,1
1,81,1
1,84,1
1,88,1
1,89,1
1,95,1
1,98,1
2,16,2
2,17,2
2,21,2
2,23,2
2,26,2
2,29,2
2,30,2
2,32,2
2,34,2
2,41,2
2,42,2
2,52,2
2,53,2
2,80,2
2,86,2
2,87,2
2,90,2
2,91,2
2,96,2
2,98,2
2,99,2
3,10,3
3,19,3
3,23,3
3,25,3
3,40,3
3,44,3
3,45,3
3,47,3
3,48,3
3,50,3
3,53,3
3,54,3
3,56,3
3,59,3
3,64,3
3,66,3
3,68,3
3,71,3
3,84,3
3,93,3
3,96,3
3,98,3
4,10,4
4,13,4
4,16,4
4,18,4
4,30,4
4,35,4
4,44,4
4,47,4
4,52,4
4,55,4
4,61,4
4,64,4
4,66,4
4,67,4
4,76,4
4,77,4
4,78,4
4,81,4
4,83,4
4,84,4
4,85,4
4,97,4
4,98,4
5,7,5
5,10,5
5,12,5
5,18,5
5,19,5
5,22,5
5,27,5
5,43,5
5,45,5
5,49,5
5,52,5
5,55,5
5,56,5
5,60,5
5,61,5
5,64,5
5,71,5
5,73,5
5,77,5
5,81,5
5,82,5
5,86,5
5,87,5
5,90,5
6,10,6
6,11,6
6,24,6
6,29,6
6,34,6
6,37,6
6,39,6
6,48,6
6,51,6
6,56,6
6,57,6
6,60,6
6,61,6
6,67,6
6,68,6
6,69,6
6,72,6
6,77,6
6,80,6
6,85,6
6,87,6
6,97,6
7,11,7
7,13,7
7,15,7
7,21,7
7,23,7
7,28,7
7,32,7
7,34,7
7,41,7
7,46,7
7,47,7
7,52,7
7,54,7
7,56,7
7,58,7
7,59,7
7,61,7
7,63,7
7,73,7
7,76,7
7,77,7
7,81,7
7,87,7
7,95,7
7,97,7
8,23,8
8,28,8
8,33,8
8,43,8
8,50,8
8,51,8
8,55,8
8,58,8
8,63,8
8,66,8
8,73,8
8,76,8
8,77,8
8,81,8
8,85,8
8,86,8
8,94,8
8,95,8
9,14,9
9,19,9
9,21,9
9,27,9
9,31,9
9,37,9
9,49,9
9,52,9
9,59,9
9,65,9
