u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,2,1
1,6,1
1,15,1
1,20,1
1,21,1
1,24,1
1,26,1
1,32,1
1,44,1
1,46,1
1,47,1
1,57,1
1,64,1
1,68,1
1,71,1
1,80,1
1,83,1
1,89,1
1,98,1
2,3,2
2,4,2
2,9,2
2,16,2
2,17,2
2,18,2
2,20,2
2,37,2
2,42,2
2,44,2
2,49,2
2,52,2
2,62,2
2,67,2
2,71,2
2,72,2
2,84,2
2,86,2
2,92,2
2,93,2
2,95,2
3,5,3
3,6,3
3,10,3
3,25,3
3,28,3
3,32,3
3,34,3
3,35,3
3,39,3
3,45,3
3,49,3
3,52,3
3,56,3
3,58,3
3,69,3
3,71,3
3,79,3
3,83,3
3,85,3
3,94,3
3,97,3
4,10,4
4,18,4
4,19,4
4,21,4
4,31,4
4,36,4
4,40,4
4,54,4
4,65,4
4,69,4
4,72,4
4,77,4
4,80,4
4,82,4
4,84,4
4,88,4
4,91,4
5,7,5
5,12,5
5,13,5
5,15,5
5,16,5
5,21,5
5,23,5
5,27,5
5,28,5
5,29,5
5,30,5
5,31,5
5,35,5
5,47,5
5,54,5
5,67,5
5,74,5
5,80,5
5,88,5
5,97,5
5,98,5
5,99,5
6,9,6
6,10,6
6,15,6
6,20,6
6,27,6
6,31,6
6,41,6
6,42,6
6,47,6
6,52,6
6,58,6
6,59,6
6,72,6
6,81,6
6,89,6
6,92,6
6,93,6
6,96,6
7,14,7
7,21,7
7,25,7
7,27,7
7,36,7
7,39,7
7,40,7
7,42,7
7,50,7
7,51,7
7,52,7
7,60,7
7,63,7
7,64,7
7,77,7
7,82,7
7,85,7
7,87,7
7,96,7
8,9,8
8,11,8
8,15,8
8,16,8
8,22,8
8,24,8
8,28,8
8,29,8
8,31,8
8,35,8
8,36,8
8,39,8
8,43,8
8,58,8
8,59,8
8,64,8
8,70,8
8,77,8
8,79,8
8,87,8
8,94,8
8,99,8
9,10,9
9,11,9
9,12,9
9,15,9
9,17,9
9,18,9
9,21,9
9,30,9
9,38,9
9,43,9
9,48,9
9,51,9
9,53,9
9,55,9
9,60,9
9,62,9
9,63,9
9,64,9
9,65,9
9,69,9
9,71,9
9,89,9
10,11,10
10,15,10
10,16,10
10,19,10
10,20,10
10,21,10
10,24,10
10,28,10
10,41,10
10,43,10
10,45,10
10,54,10
10,69,10
10,76,10
10,79,10
10,88,10
10,93,10
