node,owned_edges,dist_sum,cost,p
0,99,99.0,198.0,0.010697498514236318
1,19,178.0,197.0,0.010643470743962397
2,21,175.0,196.0,0.010589442973688476
3,21,175.0,196.0,0.010589442973688476
4,17,179.0,196.0,0.010589442973688476
5,22,174.0,196.0,0.010589442973688476
6,18,177.0,195.0,0.010535415203414555
7,19,177.0,196.0,0.010589442973688476
8,22,175.0,197.0,0.010643470743962397
9,22,172.0,194.0,0.010481387433140634
10,17,176.0,193.0,0.010427359662866714
11,23,171.0,194.0,0.010481387433140634
12,20,174.0,194.0,0.010481387433140634
13,19,177.0,196.0,0.010589442973688476
14,20,176.0,196.0,0.010589442973688476
15,16,174.0,190.0,0.01026527635204495
16,19,173.0,192.0,0.010373331892592793
17,21,171.0,192.0,0.010373331892592793
18,18,175.0,193.0,0.010427359662866714
19,15,176.0,191.0,0.010319304122318872
20,23,168.0,191.0,0.010319304122318872
21,22,164.0,186.0,0.010049165270949269
22,20,173.0,193.0,0.010427359662866714
23,24,168.0,192.0,0.010373331892592793
24,14,177.0,191.0,0.010319304122318872
25,13,179.0,192.0,0.010373331892592793
26,23,167.0,190.0,0.01026527635204495
27,10,182.0,192.0,0.010373331892592793
28,12,174.0,186.0,0.010049165270949269
29,19,170.0,189.0,0.01021124858177103
30,19,170.0,189.0,0.01021124858177103
31,28,161.0,189.0,0.01021124858177103
32,24,167.0,191.0,0.010319304122318872
33,19,172.0,191.0,0.010319304122318872
34,22,169.0,191.0,0.010319304122318872
35,16,174.0,190.0,0.01026527635204495
36,22,168.0,190.0,0.01026527635204495
37,12,176.0,188.0,0.010157220811497109
38,14,177.0,191.0,0.010319304122318872
39,22,168.0,190.0,0.01026527635204495
40,13,175.0,188.0,0.010157220811497109
41,18,167.0,185.0,0.009995137500675348
42,13,174.0,187.0,0.010103193041223188
43,9,180.0,189.0,0.01021124858177103
44,10,172.0,182.0,0.009833054189853585
45,9,173.0,182.0,0.009833054189853585
46,22,165.0,187.0,0.010103193041223188
47,16,170.0,186.0,0.010049165270949269
48,13,172.0,185.0,0.009995137500675348
49,18,168.0,186.0,0.010049165270949269
50,14,171.0,185.0,0.009995137500675348
51,17,165.0,182.0,0.009833054189853585
52,7,177.0,184.0,0.009941109730401427
53,13,173.0,186.0,0.010049165270949269
54,8,179.0,187.0,0.010103193041223188
55,13,176.0,189.0,0.01021124858177103
56,5,184.0,189.0,0.01021124858177103
57,11,174.0,185.0,0.009995137500675348
58,7,170.0,177.0,0.00956291533848398
59,11,171.0,182.0,0.009833054189853585
60,7,175.0,182.0,0.009833054189853585
61,12,171.0,183.0,0.009887081960127506
62,4,182.0,186.0,0.010049165270949269
63,10,173.0,183.0,0.009887081960127506
64,9,169.0,178.0,0.009616943108757901
65,10,168.0,178.0,0.009616943108757901
66,6,177.0,183.0,0.009887081960127506
67,8,167.0,175.0,0.009454859797936139
68,8,171.0,179.0,0.009670970879031822
69,9,165.0,174.0,0.009400832027662218
70,8,171.0,179.0,0.009670970879031822
71,5,175.0,180.0,0.009724998649305743
72,8,169.0,177.0,0.00956291533848398
73,9,174.0,183.0,0.009887081960127506
74,6,172.0,178.0,0.009616943108757901
75,8,169.0,177.0,0.00956291533848398
76,8,174.0,182.0,0.009833054189853585
77,9,172.0,181.0,0.009779026419579664
78,7,173.0,180.0,0.009724998649305743
79,2,178.0,180.0,0.009724998649305743
80,5,173.0,178.0,0.009616943108757901
81,5,171.0,176.0,0.00950888756821006
82,4,174.0,178.0,0.009616943108757901
83,4,169.0,173.0,0.009346804257388298
84,2,173.0,175.0,0.009454859797936139
85,3,167.0,170.0,0.009184720946566536
86,1,173.0,174.0,0.009400832027662218
87,4,174.0,178.0,0.009616943108757901
88,3,167.0,170.0,0.009184720946566536
89,1,176.0,177.0,0.00956291533848398
90,2,176.0,178.0,0.009616943108757901
91,2,169.0,171.0,0.009238748716840457
92,3,176.0,179.0,0.009670970879031822
93,2,179.0,181.0,0.009779026419579664
94,2,179.0,181.0,0.009779026419579664
95,1,181.0,182.0,0.009833054189853585
96,1,175.0,176.0,0.00950888756821006
97,0,169.0,169.0,0.009130693176292615
98,0,177.0,177.0,0.00956291533848398
99,0,171.0,171.0,0.009238748716840457
