node,owned_edges,dist_sum,cost,p
0,99,99.0,198.0,0.010732870771899394
1,20,177.0,197.0,0.010678664353859496
2,30,167.0,197.0,0.010678664353859496
3,33,164.0,197.0,0.010678664353859496
4,30,166.0,196.0,0.010624457935819601
5,25,170.0,195.0,0.010570251517779706
6,24,171.0,195.0,0.010570251517779706
7,35,160.0,195.0,0.010570251517779706
8,22,174.0,196.0,0.010624457935819601
9,24,173.0,197.0,0.010678664353859496
10,24,172.0,196.0,0.010624457935819601
11,26,169.0,195.0,0.010570251517779706
12,22,171.0,193.0,0.010461838681699913
13,16,179.0,195.0,0.010570251517779706
14,23,173.0,196.0,0.010624457935819601
15,23,172.0,195.0,0.010570251517779706
16,20,168.0,188.0,0.010190806591500434
17,28,167.0,195.0,0.010570251517779706
18,18,172.0,190.0,0.010299219427580225
19,17,177.0,194.0,0.010516045099739808
20,23,168.0,191.0,0.010353425845620122
21,20,172.0,192.0,0.010407632263660017
22,14,177.0,191.0,0.010353425845620122
23,20,169.0,189.0,0.01024501300954033
24,19,174.0,193.0,0.010461838681699913
25,21,170.0,191.0,0.010353425845620122
26,17,178.0,195.0,0.010570251517779706
27,15,177.0,192.0,0.010407632263660017
28,11,184.0,195.0,0.010570251517779706
29,15,176.0,191.0,0.010353425845620122
30,16,171.0,187.0,0.010136600173460538
31,16,171.0,187.0,0.010136600173460538
32,19,168.0,187.0,0.010136600173460538
33,17,173.0,190.0,0.010299219427580225
34,20,164.0,184.0,0.00997398091934085
35,17,173.0,190.0,0.010299219427580225
36,14,174.0,188.0,0.010190806591500434
37,12,175.0,187.0,0.010136600173460538
38,17,166.0,183.0,0.009919774501300955
39,19,166.0,185.0,0.010028187337380746
40,15,172.0,187.0,0.010136600173460538
41,21,165.0,186.0,0.010082393755420641
42,12,171.0,183.0,0.009919774501300955
43,18,164.0,182.0,0.009865568083261058
44,16,170.0,186.0,0.010082393755420641
45,13,171.0,184.0,0.00997398091934085
46,14,169.0,183.0,0.009919774501300955
47,15,177.0,192.0,0.010407632263660017
48,18,166.0,184.0,0.00997398091934085
49,13,168.0,181.0,0.009811361665221162
50,11,166.0,177.0,0.009594535993061579
51,14,168.0,182.0,0.009865568083261058
52,9,178.0,187.0,0.010136600173460538
53,11,171.0,182.0,0.009865568083261058
54,14,165.0,179.0,0.00970294882914137
55,8,173.0,181.0,0.009811361665221162
56,12,176.0,188.0,0.010190806591500434
57,7,172.0,179.0,0.00970294882914137
58,11,170.0,181.0,0.009811361665221162
59,14,164.0,178.0,0.009648742411101474
60,5,181.0,186.0,0.010082393755420641
61,11,165.0,176.0,0.009540329575021683
62,8,175.0,183.0,0.009919774501300955
63,8,174.0,182.0,0.009865568083261058
64,12,166.0,178.0,0.009648742411101474
65,6,177.0,183.0,0.009919774501300955
66,7,171.0,178.0,0.009648742411101474
67,7,168.0,175.0,0.009486123156981786
68,5,178.0,183.0,0.009919774501300955
69,9,177.0,186.0,0.010082393755420641
70,4,171.0,175.0,0.009486123156981786
71,5,174.0,179.0,0.00970294882914137
72,12,163.0,175.0,0.009486123156981786
73,7,168.0,175.0,0.009486123156981786
74,6,173.0,179.0,0.00970294882914137
75,9,168.0,177.0,0.009594535993061579
76,3,177.0,180.0,0.009757155247181267
77,7,170.0,177.0,0.009594535993061579
78,7,171.0,178.0,0.009648742411101474
79,4,176.0,180.0,0.009757155247181267
80,5,170.0,175.0,0.009486123156981786
81,1,174.0,175.0,0.009486123156981786
82,6,175.0,181.0,0.009811361665221162
83,4,174.0,178.0,0.009648742411101474
84,3,169.0,172.0,0.0093235039028621
85,1,177.0,178.0,0.009648742411101474
86,3,166.0,169.0,0.009160884648742412
87,1,180.0,181.0,0.009811361665221162
88,4,169.0,173.0,0.009377710320901995
89,2,177.0,179.0,0.00970294882914137
90,2,176.0,178.0,0.009648742411101474
91,3,178.0,181.0,0.009811361665221162
92,2,178.0,180.0,0.009757155247181267
93,1,176.0,177.0,0.009594535993061579
94,1,168.0,169.0,0.009160884648742412
95,1,174.0,175.0,0.009486123156981786
96,2,170.0,172.0,0.0093235039028621
97,0,171.0,171.0,0.009269297484822202
98,1,175.0,176.0,0.009540329575021683
99,0,173.0,173.0,0.009377710320901995
