node,owned_edges,dist_sum,cost,p
0,99,99.0,198.0,0.010698654563138272
1,30,167.0,197.0,0.010644620954233533
2,19,178.0,197.0,0.010644620954233533
3,25,172.0,197.0,0.010644620954233533
4,29,166.0,195.0,0.010536553736424056
5,29,167.0,196.0,0.010590587345328795
6,29,167.0,196.0,0.010590587345328795
7,20,176.0,196.0,0.010590587345328795
8,31,165.0,196.0,0.010590587345328795
9,16,180.0,196.0,0.010590587345328795
10,18,178.0,196.0,0.010590587345328795
11,21,168.0,189.0,0.010212352082995623
12,19,173.0,192.0,0.01037445290970984
13,29,166.0,195.0,0.010536553736424056
14,18,176.0,194.0,0.010482520127519317
15,19,171.0,190.0,0.010266385691900363
16,17,176.0,193.0,0.010428486518614579
17,17,174.0,191.0,0.0103204193008051
18,21,173.0,194.0,0.010482520127519317
19,18,175.0,193.0,0.010428486518614579
20,23,171.0,194.0,0.010482520127519317
21,16,179.0,195.0,0.010536553736424056
22,17,174.0,191.0,0.0103204193008051
23,17,176.0,193.0,0.010428486518614579
24,21,172.0,193.0,0.010428486518614579
25,18,168.0,186.0,0.010050251256281407
26,10,182.0,192.0,0.01037445290970984
27,15,173.0,188.0,0.010158318474090884
28,17,176.0,193.0,0.010428486518614579
29,18,174.0,192.0,0.01037445290970984
30,21,171.0,192.0,0.01037445290970984
31,15,173.0,188.0,0.010158318474090884
32,20,167.0,187.0,0.010104284865186147
33,20,166.0,186.0,0.010050251256281407
34,15,171.0,186.0,0.010050251256281407
35,19,167.0,186.0,0.010050251256281407
36,18,169.0,187.0,0.010104284865186147
37,15,174.0,189.0,0.010212352082995623
38,15,173.0,188.0,0.010158318474090884
39,19,171.0,190.0,0.010266385691900363
40,14,175.0,189.0,0.010212352082995623
41,13,173.0,186.0,0.010050251256281407
42,16,170.0,186.0,0.010050251256281407
43,14,172.0,186.0,0.010050251256281407
44,15,166.0,181.0,0.009780083211757714
45,14,170.0,184.0,0.00994218403847193
46,13,174.0,187.0,0.010104284865186147
47,10,174.0,184.0,0.00994218403847193
48,11,174.0,185.0,0.009996217647376668
49,8,177.0,185.0,0.009996217647376668
50,12,173.0,185.0,0.009996217647376668
51,9,182.0,191.0,0.0103204193008051
52,8,175.0,183.0,0.009888150429567191
53,10,170.0,180.0,0.009726049602852975
54,12,172.0,184.0,0.00994218403847193
55,9,181.0,190.0,0.010266385691900363
56,10,175.0,185.0,0.009996217647376668
57,18,160.0,178.0,0.009617982385043498
58,9,168.0,177.0,0.009563948776138758
59,10,171.0,181.0,0.009780083211757714
60,12,175.0,187.0,0.010104284865186147
61,6,173.0,179.0,0.009672015993948235
62,9,176.0,185.0,0.009996217647376668
63,12,174.0,186.0,0.010050251256281407
64,12,175.0,187.0,0.010104284865186147
65,7,176.0,183.0,0.009888150429567191
66,7,175.0,182.0,0.009834116820662452
67,8,179.0,187.0,0.010104284865186147
68,9,171.0,180.0,0.009726049602852975
69,6,170.0,176.0,0.009509915167234019
70,8,169.0,177.0,0.009563948776138758
71,8,171.0,179.0,0.009672015993948235
72,3,177.0,180.0,0.009726049602852975
73,4,163.0,167.0,0.00902361268709137
74,7,177.0,184.0,0.00994218403847193
75,4,169.0,173.0,0.009347814340519803
76,9,165.0,174.0,0.009401847949424542
77,7,172.0,179.0,0.009672015993948235
78,3,182.0,185.0,0.009996217647376668
79,5,172.0,177.0,0.009563948776138758
80,4,171.0,175.0,0.009455881558329281
81,4,173.0,177.0,0.009563948776138758
82,4,174.0,178.0,0.009617982385043498
83,5,168.0,173.0,0.009347814340519803
84,1,182.0,183.0,0.009888150429567191
85,3,176.0,179.0,0.009672015993948235
86,4,173.0,177.0,0.009563948776138758
87,2,176.0,178.0,0.009617982385043498
88,0,176.0,176.0,0.009509915167234019
89,4,174.0,178.0,0.009617982385043498
90,0,170.0,170.0,0.009185713513805586
91,3,175.0,178.0,0.009617982385043498
92,3,175.0,178.0,0.009617982385043498
93,1,179.0,180.0,0.009726049602852975
94,0,169.0,169.0,0.009131679904900849
95,0,180.0,180.0,0.009726049602852975
96,1,175.0,176.0,0.009509915167234019
97,0,173.0,173.0,0.009347814340519803
98,0,171.0,171.0,0.009239747122710326
99,0,177.0,177.0,0.009563948776138758
