u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,2,1
1,5,1
1,7,1
1,8,1
1,9,1
1,11,1
1,14,1
1,15,1
1,17,1
1,21,1
1,26,1
1,38,1
1,39,1
1,40,1
1,42,1
1,43,1
1,46,1
1,55,1
1,56,1
1,63,1
1,69,1
1,75,1
1,77,1
1,83,1
1,84,1
1,91,1
1,93,1
1,99,1
2,8,2
2,10,2
2,11,2
2,14,2
2,17,2
2,27,2
2,30,2
2,31,2
2,37,2
2,39,2
2,40,2
2,42,2
2,44,2
2,47,2
2,48,2
2,49,2
2,51,2
2,53,2
2,57,2
2,62,2
2,66,2
2,67,2
2,72,2
2,74,2
2,75,2
2,77,2
2,80,2
2,81,2
2,89,2
3,5,3
3,16,3
3,18,3
3,30,3
3,31,3
3,33,3
3,35,3
3,51,3
3,57,3
3,58,3
3,65,3
3,66,3
3,69,3
3,73,3
3,79,3
3,80,3
3,81,3
3,85,3
3,93,3
3,96,3
3,98,3
4,7,4
4,12,4
4,17,4
4,18,4
4,21,4
4,23,4
4,31,4
4,35,4
4,59,4
4,64,4
4,66,4
4,70,4
4,73,4
4,76,4
4,88,4
4,91,4
4,96,4
5,11,5
5,15,5
5,20,5
5,22,5
5,23,5
5,24,5
5,33,5
5,34,5
5,37,5
5,41,5
5,50,5
5,53,5
5,55,5
5,56,5
5,57,5
5,59,5
5,61,5
5,62,5
5,63,5
5,65,5
5,77,5
5,81,5
5,87,5
5,89,5
5,92,5
6,10,6
6,18,6
6,19,6
6,22,6
6,38,6
6,51,6
6,56,6
6,62,6
6,69,6
6,72,6
6,75,6
6,79,6
6,81,6
6,85,6
6,88,6
6,89,6
6,90,6
6,94,6
6,95,6
6,97,6
6,98,6
7,11,7
7,19,7
7,24,7
7,26,7
7,27,7
7,30,7
7,31,7
7,32,7
7,33,7
7,34,7
7,36,7
7,37,7
7,41,7
7,44,7
7,48,7
7,49,7
7,53,7
7,71,7
7,72,7
7,74,7
7,83,7
7,87,7
7,88,7
7,96,7
7,97,7
8,10,8
8,13,8
8,18,8
8,23,8
8,28,8
8,30,8
8,32,8
8,33,8
8,35,8
8,48,8
8,55,8
8,59,8
8,60,8
8,61,8
8,65,8
8,70,8
8,73,8
8,80,8
8,83,8
8,92,8
8,94,8
8,99,8
9,10,9
9,13,9
9,30,9
9,32,9
9,38,9
9,46,9
9,47,9
9,52,9
9,53,9
9,56,9
