u,v,owned_by
0,1,0
0,2,0
0,3,0
0,4,0
0,5,0
0,6,0
0,7,0
0,8,0
0,9,0
0,10,0
0,11,0
0,12,0
0,13,0
0,14,0
0,15,0
0,16,0
0,17,0
0,18,0
0,19,0
0,20,0
0,21,0
0,22,0
0,23,0
0,24,0
0,25,0
0,26,0
0,27,0
0,28,0
0,29,0
0,30,0
0,31,0
0,32,0
0,33,0
0,34,0
0,35,0
0,36,0
0,37,0
0,38,0
0,39,0
0,40,0
0,41,0
0,42,0
0,43,0
0,44,0
0,45,0
0,46,0
0,47,0
0,48,0
0,49,0
0,50,0
0,51,0
0,52,0
0,53,0
0,54,0
0,55,0
0,56,0
0,57,0
0,58,0
0,59,0
0,60,0
0,61,0
0,62,0
0,63,0
0,64,0
0,65,0
0,66,0
0,67,0
0,68,0
0,69,0
0,70,0
0,71,0
0,72,0
0,73,0
0,74,0
0,75,0
0,76,0
0,77,0
0,78,0
0,79,0
0,80,0
0,81,0
0,82,0
0,83,0
0,84,0
0,85,0
0,86,0
0,87,0
0,88,0
0,89,0
0,90,0
0,91,0
0,92,0
0,93,0
0,94,0
0,95,0
0,96,0
0,97,0
0,98,0
0,99,0
1,3,1
1,5,1
1,8,1
1,13,1
1,14,1
1,16,1
1,17,1
1,20,1
1,26,1
1,29,1
1,40,1
1,42,1
1,44,1
1,55,1
1,68,1
1,72,1
1,83,1
1,91,1
1,99,1
2,4,2
2,5,2
2,9,2
2,14,2
2,19,2
2,24,2
2,36,2
2,38,2
2,45,2
2,46,2
2,48,2
2,51,2
2,53,2
2,54,2
2,59,2
2,61,2
2,62,2
2,67,2
2,69,2
2,74,2
2,80,2
2,83,2
2,92,2
2,94,2
2,95,2
2,96,2
3,7,3
3,9,3
3,18,3
3,21,3
3,24,3
3,26,3
3,33,3
3,34,3
3,36,3
3,38,3
3,41,3
3,44,3
3,45,3
3,47,3
3,50,3
3,52,3
3,53,3
3,61,3
3,65,3
3,69,3
3,71,3
3,72,3
3,83,3
3,85,3
3,87,3
3,88,3
3,97,3
3,99,3
4,6,4
4,11,4
4,14,4
4,17,4
4,21,4
4,22,4
4,27,4
4,29,4
4,31,4
4,34,4
4,35,4
4,52,4
4,54,4
4,56,4
4,61,4
4,64,4
4,67,4
4,69,4
4,81,4
4,85,4
4,87,4
4,94,4
5,12,5
5,17,5
5,22,5
5,25,5
5,30,5
5,31,5
5,32,5
5,35,5
5,37,5
5,46,5
5,47,5
5,60,5
5,64,5
5,65,5
5,66,5
5,70,5
5,75,5
5,85,5
5,86,5
5,90,5
6,7,6
6,9,6
6,13,6
6,14,6
6,18,6
6,20,6
6,25,6
6,26,6
6,38,6
6,43,6
6,47,6
6,49,6
6,50,6
6,53,6
6,55,6
6,59,6
6,60,6
6,61,6
6,64,6
6,68,6
6,72,6
6,74,6
6,76,6
6,79,6
6,90,6
6,93,6
6,98,6
7,8,7
7,9,7
7,10,7
7,15,7
7,17,7
7,19,7
7,28,7
7,29,7
7,34,7
7,36,7
7,37,7
7,45,7
7,46,7
7,53,7
7,54,7
7,58,7
7,62,7
7,66,7
7,70,7
7,73,7
7,75,7
7,80,7
7,89,7
7,90,7
7,91,7
7,98,7
8,12,8
8,13,8
8,15,8
8,16,8
8,22,8
8,28,8
8,29,8
8,36,8
8,45,8
8,46,8
8,48,8
8,65,8
8,66,8
8,67,8
8,68,8
8,70,8
8,71,8
8,73,8
8,74,8
8,76,8
8,78,8
8,83,8
8,85,8
8,91,8
8,93,8
8,98,8
8,99,8
9,13,9
9,15,9
9,16,9
