node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,2,35.0,39.0,0.05131578947368421
2,5,32.0,42.0,0.05526315789473684
3,1,36.0,38.0,0.05
4,3,34.0,40.0,0.05263157894736842
5,1,36.0,38.0,0.05
6,2,33.0,37.0,0.04868421052631579
7,0,36.0,36.0,0.04736842105263158
8,1,34.0,36.0,0.04736842105263158
9,1,34.0,36.0,0.04736842105263158
10,1,35.0,37.0,0.04868421052631579
11,2,35.0,39.0,0.05131578947368421
12,0,37.0,37.0,0.04868421052631579
13,1,34.0,36.0,0.04736842105263158
14,0,34.0,34.0,0.04473684210526316
15,0,37.0,37.0,0.04868421052631579
16,0,36.0,36.0,0.04736842105263158
17,0,37.0,37.0,0.04868421052631579
18,0,32.0,32.0,0.042105263157894736
19,0,36.0,36.0,0.04736842105263158
