node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,3,34.0,40.0,0.05263157894736842
2,1,36.0,38.0,0.05
3,0,36.0,36.0,0.04736842105263158
4,1,36.0,38.0,0.05
5,1,35.0,37.0,0.04868421052631579
6,1,36.0,38.0,0.05
7,1,34.0,36.0,0.04736842105263158
8,0,36.0,36.0,0.04736842105263158
9,2,34.0,38.0,0.05
10,2,35.0,39.0,0.05131578947368421
11,0,36.0,36.0,0.04736842105263158
12,0,36.0,36.0,0.04736842105263158
13,0,37.0,37.0,0.04868421052631579
14,2,35.0,39.0,0.05131578947368421
15,0,36.0,36.0,0.04736842105263158
16,0,36.0,36.0,0.04736842105263158
17,0,35.0,35.0,0.046052631578947366
18,0,36.0,36.0,0.04736842105263158
19,0,36.0,36.0,0.04736842105263158
