node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,3,34.0,40.0,0.05263157894736842
2,2,35.0,39.0,0.05131578947368421
3,2,35.0,39.0,0.05131578947368421
4,1,36.0,38.0,0.05
5,2,35.0,39.0,0.05131578947368421
6,0,37.0,37.0,0.04868421052631579
7,0,36.0,36.0,0.04736842105263158
8,1,35.0,37.0,0.04868421052631579
9,0,36.0,36.0,0.04736842105263158
10,3,33.0,39.0,0.05131578947368421
11,1,34.0,36.0,0.04736842105263158
12,2,31.0,35.0,0.046052631578947366
13,0,34.0,34.0,0.04473684210526316
14,1,36.0,38.0,0.05
15,0,36.0,36.0,0.04736842105263158
16,0,36.0,36.0,0.04736842105263158
17,1,36.0,38.0,0.05
18,0,36.0,36.0,0.04736842105263158
19,0,34.0,34.0,0.04473684210526316
