node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,3,34.0,40.0,0.05263157894736842
2,0,37.0,37.0,0.04868421052631579
3,1,36.0,38.0,0.05
4,2,35.0,39.0,0.05131578947368421
5,0,37.0,37.0,0.04868421052631579
6,0,37.0,37.0,0.04868421052631579
7,1,36.0,38.0,0.05
8,1,36.0,38.0,0.05
9,1,34.0,36.0,0.04736842105263158
10,1,35.0,37.0,0.04868421052631579
11,1,35.0,37.0,0.04868421052631579
12,0,35.0,35.0,0.046052631578947366
13,0,36.0,36.0,0.04736842105263158
14,0,36.0,36.0,0.04736842105263158
15,0,37.0,37.0,0.04868421052631579
16,0,36.0,36.0,0.04736842105263158
17,0,36.0,36.0,0.04736842105263158
18,0,37.0,37.0,0.04868421052631579
19,0,36.0,36.0,0.04736842105263158
