node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,0,37.0,37.0,0.04868421052631579
2,0,37.0,37.0,0.04868421052631579
3,1,36.0,38.0,0.05
4,5,32.0,42.0,0.05526315789473684
5,1,36.0,38.0,0.05
6,3,33.0,39.0,0.05131578947368421
7,3,34.0,40.0,0.05263157894736842
8,2,34.0,38.0,0.05
9,0,36.0,36.0,0.04736842105263158
10,1,34.0,36.0,0.04736842105263158
11,1,35.0,37.0,0.04868421052631579
12,1,34.0,36.0,0.04736842105263158
13,0,37.0,37.0,0.04868421052631579
14,0,36.0,36.0,0.04736842105263158
15,1,32.0,34.0,0.04473684210526316
16,0,36.0,36.0,0.04736842105263158
17,0,35.0,35.0,0.046052631578947366
18,0,36.0,36.0,0.04736842105263158
19,0,35.0,35.0,0.046052631578947366
