node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,3,34.0,40.0,0.05263157894736842
2,1,35.0,37.0,0.04868421052631579
3,2,35.0,39.0,0.05131578947368421
4,0,37.0,37.0,0.04868421052631579
5,6,31.0,43.0,0.056578947368421055
6,2,34.0,38.0,0.05
7,0,37.0,37.0,0.04868421052631579
8,2,34.0,38.0,0.05
9,2,34.0,38.0,0.05
10,0,37.0,37.0,0.04868421052631579
11,1,35.0,37.0,0.04868421052631579
12,1,34.0,36.0,0.04736842105263158
13,0,36.0,36.0,0.04736842105263158
14,0,35.0,35.0,0.046052631578947366
15,0,35.0,35.0,0.046052631578947366
16,1,32.0,34.0,0.04473684210526316
17,0,36.0,36.0,0.04736842105263158
18,0,34.0,34.0,0.04473684210526316
19,0,36.0,36.0,0.04736842105263158
