node,owned_edges,dist_sum,cost,p
0,19,19.0,57.0,0.075
1,1,36.0,38.0,0.05
2,0,37.0,37.0,0.04868421052631579
3,0,37.0,37.0,0.04868421052631579
4,1,36.0,38.0,0.05
5,0,37.0,37.0,0.04868421052631579
6,3,33.0,39.0,0.05131578947368421
7,0,37.0,37.0,0.04868421052631579
8,0,37.0,37.0,0.04868421052631579
9,1,35.0,37.0,0.04868421052631579
10,0,36.0,36.0,0.04736842105263158
11,1,36.0,38.0,0.05
12,1,34.0,36.0,0.04736842105263158
13,1,36.0,38.0,0.05
14,0,35.0,35.0,0.046052631578947366
15,1,36.0,38.0,0.05
16,1,34.0,36.0,0.04736842105263158
17,0,36.0,36.0,0.04736842105263158
18,1,35.0,37.0,0.04868421052631579
19,0,36.0,36.0,0.04736842105263158
